event_id,product_id,event_type,event_date,price_at_event,notes
108,35,rental_eligible,2023-09-13,1760.0,Crossed 12-month threshold -- eligible for rental program
109,35,sold,2024-04-18,1438.81,Final sale
110,36,listed,2024-02-16,1225.0,Initial stock entry
111,36,rental_eligible,2025-02-15,1225.0,Crossed 12-month threshold -- eligible for rental program
112,36,sold,2024-08-12,1172.41,Final sale
113,37,listed,2023-10-22,760.0,Initial stock entry
114,37,price_reduced,2024-07-03,591.26,Seasonal markdown to 591.26E
115,37,rental_eligible,2024-10-21,760.0,Crossed 12-month threshold -- eligible for rental program
116,37,sold,2024-12-01,738.76,Final sale
117,38,listed,2023-11-18,1690.0,Initial stock entry
118,38,rental_eligible,2024-11-17,1690.0,Crossed 12-month threshold -- eligible for rental program
119,38,sold,2024-05-18,1400.44,Final sale
120,39,listed,2022-05-30,2465.0,Initial stock entry
121,39,rental_eligible,2023-05-30,2465.0,Crossed 12-month threshold -- eligible for rental program
122,39,sold,2024-11-04,2098.94,Final sale
123,40,listed,2022-08-07,310.0,Initial stock entry
124,40,rental_eligible,2023-08-07,310.0,Crossed 12-month threshold -- eligible for rental program
125,40,sold,2024-04-24,222.21,Final sale
126,41,listed,2024-08-09,590.0,Initial stock entry
127,41,price_reduced,2025-03-06,516.47,Seasonal markdown to 516.47E
128,42,listed,2024-08-30,1935.0,Initial stock entry
129,42,sold,2025-02-01,1350.37,Final sale
130,43,listed,2023-07-11,930.0,Initial stock entry
131,43,rental_eligible,2024-07-10,930.0,Crossed 12-month threshold -- eligible for rental program
132,43,sold,2024-07-31,827.15,Final sale
133,44,listed,2024-04-14,440.0,Initial stock entry
134,44,price_reduced,2025-02-20,373.29,Seasonal markdown to 373.29E
135,44,sold,2025-03-13,252.17,Final sale
136,45,listed,2024-02-19,2185.0,Initial stock entry
137,45,price_reduced,2024-12-07,1855.15,Seasonal markdown to 1855.15E
138,45,rental_eligible,2025-02-18,2185.0,Crossed 12-month threshold -- eligible for rental program
139,45,sold,2024-11-11,1920.63,Final sale
140,46,listed,2024-06-11,780.0,Initial stock entry
141,46,sold,2024-08-17,716.82,Final sale
142,47,listed,2022-02-25,2295.0,Initial stock entry
143,47,price_reduced,2023-01-09,1692.58,Seasonal markdown to 1692.58E
144,47,rental_eligible,2023-02-25,2295.0,Crossed 12-month threshold -- eligible for rental program
145,47,sold,2024-10-07,2190.4,Final sale
146,48,listed,2023-11-23,1300.0,Initial stock entry
147,48,rental_eligible,2024-11-22,1300.0,Crossed 12-month threshold -- eligible for rental program
148,48,sold,2024-06-08,1154.11,Final sale
149,49,listed,2022-03-24,1730.0,Initial stock entry
150,49,rental_eligible,2023-03-24,1730.0,Crossed 12-month threshold -- eligible for rental program
151,49,sold,2023-10-12,1671.96,Final sale
152,50,listed,2023-06-09,1320.0,Initial stock entry
153,50,rental_eligible,2024-06-08,1320.0,Crossed 12-month threshold -- eligible for rental program
154,50,sold,2024-04-06,1198.11,Final sale
155,51,listed,2023-02-11,1170.0,Initial stock entry
156,51,price_reduced,2023-12-15,996.97,Seasonal markdown to 996.97E
157,51,rental_eligible,2024-02-11,1170.0,Crossed 12-month threshold -- eligible for rental program
158,51,sold,2023-08-23,918.9,Final sale
159,52,listed,2024-11-02,1115.0,Initial stock entry
160,52,sold,2025-01-21,1105.99,Final sale
161,53,listed,2023-07-08,1255.0,Initial stock entry
162,53,price_reduced,2024-02-19,1060.76,Seasonal markdown to 1060.76E
163,53,rental_eligible,2024-07-07,1255.0,Crossed 12-month threshold -- eligible for rental program
164,53,sold,2023-09-06,808.8,Final sale
165,54,listed,2024-08-09,835.0,Initial stock entry
166,55,listed,2023-11-29,2055.0,Initial stock entry
167,55,rental_eligible,2024-11-28,2055.0,Crossed 12-month threshold -- eligible for rental program
168,55,sold,2025-03-07,1626.26,Final sale
169,56,listed,2024-09-02,1965.0,Initial stock entry
170,57,listed,2024-01-26,975.0,Initial stock entry
171,57,rental_eligible,2025-01-25,975.0,Crossed 12-month threshold -- eligible for rental program
172,57,sold,2025-01-02,968.89,Final sale
173,58,listed,2023-01-30,805.0,Initial stock entry
174,58,rental_eligible,2024-01-30,805.0,Crossed 12-month threshold -- eligible for rental program
175,58,sold,2024-09-02,471.65,Final sale
176,59,listed,2023-08-03,2450.0,Initial stock entry
177,59,rental_eligible,2024-08-02,2450.0,Crossed 12-month threshold -- eligible for rental program
178,59,sold,2024-08-11,1983.02,Final sale
179,60,listed,2022-04-22,400.0,Initial stock entry
180,60,rental_eligible,2023-04-22,400.0,Crossed 12-month threshold -- eligible for rental program
181,60,sold,2022-07-07,352.82,Final sale
182,61,listed,2023-01-13,1270.0,Initial stock entry
183,61,rental_eligible,2024-01-13,1270.0,Crossed 12-month threshold -- eligible for rental program
184,61,sold,2025-02-18,1025.89,Final sale
185,62,listed,2022-11-02,415.0,Initial stock entry
186,62,rental_eligible,2023-11-02,415.0,Crossed 12-month threshold -- eligible for rental program
187,62,sold,2025-04-03,247.93,Final sale
188,63,listed,2024-05-28,955.0,Initial stock entry
189,63,sold,2024-07-21,684.43,Final sale
190,64,listed,2022-06-03,680.0,Initial stock entry
191,64,price_reduced,2023-03-18,601.75,Seasonal markdown to 601.75E
192,64,rental_eligible,2023-06-03,680.0,Crossed 12-month threshold -- eligible for rental program
193,64,sold,2024-02-22,437.56,Final sale
194,65,listed,2024-07-18,1845.0,Initial stock entry
195,66,listed,2023-06-29,625.0,Initial stock entry
196,66,price_reduced,2024-06-03,541.13,Seasonal markdown to 541.13E
197,66,rental_eligible,2024-06-28,625.0,Crossed 12-month threshold -- eligible for rental program
198,66,sold,2024-06-13,553.14,Final sale
199,67,listed,2023-07-12,1840.0,Initial stock entry
200,67,rental_eligible,2024-07-11,1840.0,Crossed 12-month threshold -- eligible for rental program
201,67,sold,2023-09-01,1636.76,Final sale
202,68,listed,2022-02-12,500.0,Initial stock entry
203,68,rental_eligible,2023-02-12,500.0,Crossed 12-month threshold -- eligible for rental program
204,68,sold,2022-04-07,447.98,Final sale
205,69,listed,2022-07-06,2090.0,Initial stock entry
206,69,rental_eligible,2023-07-06,2090.0,Crossed 12-month threshold -- eligible for rental program
207,69,sold,2023-02-20,1268.51,Final sale
208,70,listed,2024-03-31,935.0,Initial stock entry
209,70,price_reduced,2024-10-28,677.29,Seasonal markdown to 677.29E
210,70,rental_eligible,2025-03-31,935.0,Crossed 12-month threshold -- eligible for rental program
211,70,sold,2024-08-31,845.49,Final sale
212,71,listed,2024-08-04,1745.0,Initial stock entry
213,71,price_reduced,2025-02-15,1556.03,Seasonal markdown to 1556.03E
214,71,sold,2025-01-17,1058.42,Final sale
215,72,listed,2023-08-13,585.0,Initial stock entry
216,72,rental_eligible,2024-08-12,585.0,Crossed 12-month threshold -- eligible for rental program
217,72,sold,2025-01-09,402.67,Final sale
218,73,listed,2023-04-06,1195.0,Initial stock entry
219,73,rental_eligible,2024-04-05,1195.0,Crossed 12-month threshold -- eligible for rental program
220,73,sold,2024-03-23,845.23,Final sale
221,74,listed,2023-05-15,2455.0,Initial stock entry
222,74,price_reduced,2024-02-28,1739.25,Seasonal markdown to 1739.25E
223,74,rental_eligible,2024-05-14,2455.0,Crossed 12-month threshold -- eligible for rental program
224,74,sold,2023-08-13,2112.62,Final sale
225,75,listed,2022-01-06,885.0,Initial stock entry
226,75,price_reduced,2022-11-18,760.68,Seasonal markdown to 760.68E
227,75,rental_eligible,2023-01-06,885.0,Crossed 12-month threshold -- eligible for rental program
228,75,sold,2024-11-29,772.37,Final sale
229,76,listed,2024-02-12,1030.0,Initial stock entry
230,76,price_reduced,2024-11-01,733.57,Seasonal markdown to 733.57E
231,76,rental_eligible,2025-02-11,1030.0,Crossed 12-month threshold -- eligible for rental program
232,76,sold,2024-05-21,705.24,Final sale
233,77,listed,2024-02-20,1340.0,Initial stock entry
234,77,rental_eligible,2025-02-19,1340.0,Crossed 12-month threshold -- eligible for rental program
235,77,sold,2024-07-04,978.48,Final sale
236,78,listed,2024-07-24,520.0,Initial stock entry
237,78,sold,2025-02-17,472.05,Final sale
238,79,listed,2022-06-14,1175.0,Initial stock entry
239,79,rental_eligible,2023-06-14,1175.0,Crossed 12-month threshold -- eligible for rental program
240,79,sold,2023-02-09,846.71,Final sale
241,80,listed,2023-08-12,1690.0,Initial stock entry
242,80,rental_eligible,2024-08-11,1690.0,Crossed 12-month threshold -- eligible for rental program
243,80,sold,2024-12-04,989.48,Final sale
244,81,listed,2022-04-25,1015.0,Initial stock entry
245,81,rental_eligible,2023-04-25,1015.0,Crossed 12-month threshold -- eligible for rental program
246,81,sold,2025-04-02,887.4,Final sale
247,82,listed,2022-06-11,675.0,Initial stock entry
248,82,rental_eligible,2023-06-11,675.0,Crossed 12-month threshold -- eligible for rental program
249,82,sold,2023-03-19,434.73,Final sale
250,83,listed,2024-08-10,1765.0,Initial stock entry
251,83,price_reduced,2025-02-25,1256.8,Seasonal markdown to 1256.8E
252,84,listed,2024-07-24,1820.0,Initial stock entry
253,84,price_reduced,2025-02-10,1472.22,Seasonal markdown to 1472.22E
254,84,sold,2025-04-03,1800.81,Final sale
255,85,listed,2023-08-28,2485.0,Initial stock entry
256,85,rental_eligible,2024-08-27,2485.0,Crossed 12-month threshold -- eligible for rental program
257,85,sold,2024-12-10,1467.78,Final sale
258,86,listed,2023-01-25,780.0,Initial stock entry
259,86,rental_eligible,2024-01-25,780.0,Crossed 12-month threshold -- eligible for rental program
260,86,sold,2023-12-19,587.08,Final sale
261,87,listed,2022-07-04,1910.0,Initial stock entry
262,87,price_reduced,2023-06-15,1464.71,Seasonal markdown to 1464.71E
263,87,rental_eligible,2023-07-04,1910.0,Crossed 12-month threshold -- eligible for rental program
264,87,sold,2023-09-02,1755.64,Final sale
265,88,listed,2023-06-11,2125.0,Initial stock entry
266,88,price_reduced,2024-04-10,1728.94,Seasonal markdown to 1728.94E
267,88,rental_eligible,2024-06-10,2125.0,Crossed 12-month threshold -- eligible for rental program
268,88,sold,2024-07-10,1500.3,Final sale
269,89,listed,2024-03-19,500.0,Initial stock entry
270,89,rental_eligible,2025-03-19,500.0,Crossed 12-month threshold -- eligible for rental program
271,89,sold,2024-06-08,360.46,Final sale
272,90,listed,2023-04-24,535.0,Initial stock entry
273,90,price_reduced,2024-04-11,440.14,Seasonal markdown to 440.14E
274,90,rental_eligible,2024-04-23,535.0,Crossed 12-month threshold -- eligible for rental program
275,90,sold,2025-03-29,326.52,Final sale
276,91,listed,2022-03-18,400.0,Initial stock entry
277,91,rental_eligible,2023-03-18,400.0,Crossed 12-month threshold -- eligible for rental program
278,91,sold,2023-08-21,304.88,Final sale
279,92,listed,2024-05-08,1830.0,Initial stock entry
280,92,price_reduced,2024-11-07,1594.03,Seasonal markdown to 1594.03E
281,93,listed,2024-06-29,775.0,Initial stock entry
282,93,sold,2024-11-13,773.87,Final sale
283,94,listed,2024-07-20,2385.0,Initial stock entry
284,94,sold,2024-12-01,1316.78,Final sale
285,95,listed,2023-03-01,450.0,Initial stock entry
286,95,rental_eligible,2024-02-29,450.0,Crossed 12-month threshold -- eligible for rental program
287,95,sold,2024-01-27,283.36,Final sale
288,96,listed,2022-08-14,2055.0,Initial stock entry
289,96,price_reduced,2023-04-16,1543.89,Seasonal markdown to 1543.89E
290,96,rental_eligible,2023-08-14,2055.0,Crossed 12-month threshold -- eligible for rental program
291,96,sold,2024-12-27,1782.01,Final sale
292,97,listed,2024-05-12,580.0,Initial stock entry
293,97,sold,2024-06-28,552.15,Final sale
294,98,listed,2022-03-30,785.0,Initial stock entry
295,98,rental_eligible,2023-03-30,785.0,Crossed 12-month threshold -- eligible for rental program
296,98,sold,2024-11-29,770.48,Final sale
297,99,listed,2024-06-27,1380.0,Initial stock entry
298,99,price_reduced,2025-01-19,1058.39,Seasonal markdown to 1058.39E
299,99,sold,2025-03-07,1267.06,Final sale
300,100,listed,2023-10-28,1505.0,Initial stock entry
301,100,rental_eligible,2024-10-27,1505.0,Crossed 12-month threshold -- eligible for rental program
302,100,sold,2024-06-23,1388.67,Final sale
303,101,listed,2023-04-13,1245.0,Initial stock entry
304,101,price_reduced,2024-01-13,1111.37,Seasonal markdown to 1111.37E
305,101,rental_eligible,2024-04-12,1245.0,Crossed 12-month threshold -- eligible for rental program
306,101,sold,2023-06-20,790.59,Final sale
307,102,listed,2022-11-09,1120.0,Initial stock entry
308,102,rental_eligible,2023-11-09,1120.0,Crossed 12-month threshold -- eligible for rental program
309,102,sold,2022-12-10,684.23,Final sale
310,103,listed,2023-11-07,430.0,Initial stock entry
311,103,rental_eligible,2024-11-06,430.0,Crossed 12-month threshold -- eligible for rental program
312,103,sold,2023-12-11,287.6,Final sale
313,104,listed,2023-03-12,1570.0,Initial stock entry
314,104,rental_eligible,2024-03-11,1570.0,Crossed 12-month threshold -- eligible for rental program
315,104,sold,2023-11-10,1161.8,Final sale
316,105,listed,2024-05-28,795.0,Initial stock entry
317,105,sold,2025-03-14,749.34,Final sale
318,106,listed,2022-10-21,310.0,Initial stock entry
319,106,price_reduced,2023-06-24,258.94,Seasonal markdown to 258.94E
320,106,rental_eligible,2023-10-21,310.0,Crossed 12-month threshold -- eligible for rental program
321,106,sold,2024-02-27,186.69,Final sale
322,107,listed,2022-11-19,1295.0,Initial stock entry
323,107,rental_eligible,2023-11-19,1295.0,Crossed 12-month threshold -- eligible for rental program
324,107,sold,2023-08-11,1057.22,Final sale
325,108,listed,2024-06-26,480.0,Initial stock entry
326,108,sold,2025-03-20,268.67,Final sale
327,109,listed,2023-08-04,1245.0,Initial stock entry
328,109,rental_eligible,2024-08-03,1245.0,Crossed 12-month threshold -- eligible for rental program
329,109,sold,2023-10-18,919.15,Final sale
330,110,listed,2023-03-09,750.0,Initial stock entry
331,110,rental_eligible,2024-03-08,750.0,Crossed 12-month threshold -- eligible for rental program
332,110,sold,2025-03-19,667.71,Final sale
333,111,listed,2023-04-17,1135.0,Initial stock entry
334,111,rental_eligible,2024-04-16,1135.0,Crossed 12-month threshold -- eligible for rental program
335,111,sold,2025-01-27,944.34,Final sale
336,112,listed,2024-04-08,1565.0,Initial stock entry
337,112,sold,2024-05-09,1261.94,Final sale
338,113,listed,2024-01-12,2130.0,Initial stock entry
339,113,price_reduced,2024-11-24,1816.26,Seasonal markdown to 1816.26E
340,113,rental_eligible,2025-01-11,2130.0,Crossed 12-month threshold -- eligible for rental program
341,113,sold,2024-07-02,2071.04,Final sale
342,114,listed,2023-11-14,1045.0,Initial stock entry
343,114,rental_eligible,2024-11-13,1045.0,Crossed 12-month threshold -- eligible for rental program
344,114,rented_out,2025-01-01,1045.0,Assigned to rental program
345,115,listed,2023-02-09,620.0,Initial stock entry
346,115,price_reduced,2023-10-28,527.55,Seasonal markdown to 527.55E
347,115,rental_eligible,2024-02-09,620.0,Crossed 12-month threshold -- eligible for rental program
348,115,sold,2024-03-04,372.22,Final sale
349,116,listed,2023-10-24,1795.0,Initial stock entry
350,116,rental_eligible,2024-10-23,1795.0,Crossed 12-month threshold -- eligible for rental program
351,116,sold,2025-01-21,1658.84,Final sale
352,117,listed,2022-06-01,1075.0,Initial stock entry
353,117,price_reduced,2023-03-24,781.69,Seasonal markdown to 781.69E
354,117,rental_eligible,2023-06-01,1075.0,Crossed 12-month threshold -- eligible for rental program
355,117,sold,2023-11-15,650.89,Final sale
356,118,listed,2024-08-05,1415.0,Initial stock entry
357,118,price_reduced,2025-02-13,996.52,Seasonal markdown to 996.52E
358,118,sold,2024-12-21,1291.5,Final sale
359,119,listed,2024-07-11,2405.0,Initial stock entry
360,120,listed,2024-01-16,1640.0,Initial stock entry
361,120,rental_eligible,2025-01-15,1640.0,Crossed 12-month threshold -- eligible for rental program
362,120,sold,2025-03-24,979.98,Final sale
363,121,listed,2023-08-05,1790.0,Initial stock entry
364,121,price_reduced,2024-04-10,1530.69,Seasonal markdown to 1530.69E
365,121,rental_eligible,2024-08-04,1790.0,Crossed 12-month threshold -- eligible for rental program
366,121,sold,2023-10-09,1148.09,Final sale
367,122,listed,2022-06-23,1860.0,Initial stock entry
368,122,rental_eligible,2023-06-23,1860.0,Crossed 12-month threshold -- eligible for rental program
369,122,sold,2024-03-18,1444.74,Final sale
370,123,listed,2023-09-25,340.0,Initial stock entry
371,123,rental_eligible,2024-09-24,340.0,Crossed 12-month threshold -- eligible for rental program
372,123,sold,2023-12-30,264.61,Final sale
373,124,listed,2022-03-19,1415.0,Initial stock entry
374,124,price_reduced,2023-01-13,1115.92,Seasonal markdown to 1115.92E
375,124,rental_eligible,2023-03-19,1415.0,Crossed 12-month threshold -- eligible for rental program
376,124,sold,2024-04-22,1390.68,Final sale
377,125,listed,2024-04-21,1260.0,Initial stock entry
378,125,price_reduced,2024-12-16,936.04,Seasonal markdown to 936.04E
379,125,sold,2024-10-13,1124.48,Final sale
380,126,listed,2023-02-02,2290.0,Initial stock entry
381,126,rental_eligible,2024-02-02,2290.0,Crossed 12-month threshold -- eligible for rental program
382,127,listed,2024-09-11,415.0,Initial stock entry
383,127,sold,2024-12-14,245.86,Final sale
384,128,listed,2022-10-29,2290.0,Initial stock entry
385,128,rental_eligible,2023-10-29,2290.0,Crossed 12-month threshold -- eligible for rental program
386,128,sold,2024-08-08,1272.34,Final sale
387,129,listed,2022-06-17,820.0,Initial stock entry
388,129,rental_eligible,2023-06-17,820.0,Crossed 12-month threshold -- eligible for rental program
389,129,sold,2025-03-07,802.11,Final sale
390,130,listed,2022-10-12,1830.0,Initial stock entry
391,130,price_reduced,2023-09-20,1600.65,Seasonal markdown to 1600.65E
392,130,rental_eligible,2023-10-12,1830.0,Crossed 12-month threshold -- eligible for rental program
393,130,sold,2022-12-04,1159.91,Final sale
394,131,listed,2024-05-16,2365.0,Initial stock entry
395,131,price_reduced,2024-11-29,1820.43,Seasonal markdown to 1820.43E
396,131,sold,2024-09-08,2332.95,Final sale
397,132,listed,2022-08-16,1305.0,Initial stock entry
398,132,rental_eligible,2023-08-16,1305.0,Crossed 12-month threshold -- eligible for rental program
399,132,sold,2022-11-23,1102.52,Final sale
400,133,listed,2024-05-03,1075.0,Initial stock entry
401,133,price_reduced,2024-12-28,944.8,Seasonal markdown to 944.8E
402,133,sold,2024-06-19,941.56,Final sale
403,134,listed,2024-08-20,345.0,Initial stock entry
404,134,price_reduced,2025-03-02,250.74,Seasonal markdown to 250.74E
405,134,sold,2024-11-26,307.42,Final sale
406,135,listed,2022-08-01,1745.0,Initial stock entry
407,135,price_reduced,2023-02-11,1468.34,Seasonal markdown to 1468.34E
408,135,rental_eligible,2023-08-01,1745.0,Crossed 12-month threshold -- eligible for rental program
409,135,sold,2024-01-19,1501.15,Final sale
410,136,listed,2024-09-07,2455.0,Initial stock entry
411,137,listed,2023-09-28,995.0,Initial stock entry
412,137,price_reduced,2024-08-17,739.3,Seasonal markdown to 739.3E
413,137,rental_eligible,2024-09-27,995.0,Crossed 12-month threshold -- eligible for rental program
414,137,sold,2024-07-31,713.47,Final sale
415,138,listed,2022-09-12,1030.0,Initial stock entry
416,138,rental_eligible,2023-09-12,1030.0,Crossed 12-month threshold -- eligible for rental program
417,138,sold,2025-02-18,821.81,Final sale
418,139,listed,2024-11-29,1105.0,Initial stock entry
419,140,listed,2023-08-29,1020.0,Initial stock entry
420,140,price_reduced,2024-08-02,812.48,Seasonal markdown to 812.48E
421,140,rental_eligible,2024-08-28,1020.0,Crossed 12-month threshold -- eligible for rental program
422,140,sold,2024-08-09,606.34,Final sale
423,141,listed,2022-04-28,905.0,Initial stock entry
424,141,rental_eligible,2023-04-28,905.0,Crossed 12-month threshold -- eligible for rental program
425,141,sold,2023-03-19,556.47,Final sale
426,142,listed,2022-05-18,375.0,Initial stock entry
427,142,price_reduced,2023-03-13,264.61,Seasonal markdown to 264.61E
428,142,rental_eligible,2023-05-18,375.0,Crossed 12-month threshold -- eligible for rental program
429,142,sold,2025-02-13,231.74,Final sale
430,143,listed,2022-10-09,1980.0,Initial stock entry
431,143,price_reduced,2023-06-11,1728.76,Seasonal markdown to 1728.76E
432,143,rental_eligible,2023-10-09,1980.0,Crossed 12-month threshold -- eligible for rental program
433,143,sold,2024-06-18,1451.52,Final sale
434,144,listed,2022-08-30,1150.0,Initial stock entry
435,144,price_reduced,2023-06-01,822.97,Seasonal markdown to 822.97E
436,144,rental_eligible,2023-08-30,1150.0,Crossed 12-month threshold -- eligible for rental program
437,144,sold,2024-02-18,1068.23,Final sale
438,145,listed,2024-07-14,2175.0,Initial stock entry
439,145,sold,2024-09-29,1479.71,Final sale
440,146,listed,2022-12-23,2170.0,Initial stock entry
441,146,price_reduced,2023-12-15,1799.23,Seasonal markdown to 1799.23E
442,146,rental_eligible,2023-12-23,2170.0,Crossed 12-month threshold -- eligible for rental program
443,146,sold,2023-08-29,1361.84,Final sale
444,147,listed,2024-08-15,1560.0,Initial stock entry
445,147,price_reduced,2025-02-28,1350.47,Seasonal markdown to 1350.47E
446,147,sold,2024-09-27,882.88,Final sale
447,148,listed,2023-10-12,460.0,Initial stock entry
448,148,price_reduced,2024-08-21,361.71,Seasonal markdown to 361.71E
