product_id,original_retail_price,months_at_enrollment,months_unsold_at_comparison,discount_pct,hypothetical_discount_price,total_gross_rental_revenue,total_operational_cost,total_net_rental_revenue,n_rentals,months_on_rental,rental_vs_discount_ratio,is_rental_more_profitable
55,36.84,12.0,32.7,0.68,11.79,1152.64,155.32,997.32,5,8.74,84.5903,1
56,70.97,12.0,23.0,0.58,29.81,371.22,55.79,315.43,4,8.28,10.5813,1
57,158.9,12.0,12.9,0.45,87.4,157.17,24.05,133.12,1,0.92,1.5231,1
58,249.52,12.0,17.6,0.45,137.24,575.44,81.09,494.35,4,5.06,3.6021,1
59,178.23,12.0,13.9,0.45,98.03,562.3,90.86,471.44,2,2.76,4.8091,1
60,86.95,12.0,17.0,0.45,47.82,580.62,88.0,492.62,3,4.14,10.3015,1
61,220.76,12.0,30.0,0.68,70.64,639.89,92.11,547.78,3,6.44,7.7545,1
63,367.59,12.0,13.0,0.45,202.17,357.98,40.54,317.44,1,1.84,1.5702,1
64,178.7,12.0,18.9,0.58,75.05,331.29,47.48,283.81,3,2.53,3.7816,1
65,92.35,12.0,17.6,0.45,50.79,544.98,88.84,456.14,4,5.06,8.9809,1
70,108.43,12.0,17.6,0.45,59.64,592.2,99.63,492.57,3,5.26,8.2591,1
72,174.31,12.0,27.4,0.68,55.78,1277.16,202.97,1074.19,5,9.2,19.2576,1
73,172.75,12.0,14.4,0.45,95.01,444.59,56.9,387.69,2,4.8,4.0805,1
74,100.14,12.0,21.8,0.58,42.06,49.1,4.41,44.69,3,2.76,1.0625,1
75,278.4,12.0,17.9,0.45,153.12,1283.77,196.72,1087.05,3,6.18,7.0993,1
76,237.12,12.0,23.2,0.58,99.59,747.92,91.57,656.35,3,5.06,6.5905,1
78,50.01,12.0,17.5,0.45,27.51,564.1,84.17,479.93,2,5.52,17.4457,1
79,97.97,12.0,22.3,0.58,41.15,958.65,112.48,846.17,4,5.06,20.5631,1
80,81.05,12.0,21.9,0.58,34.04,1282.53,157.9,1124.63,4,7.36,33.0385,1
81,200.18,12.0,23.2,0.58,84.08,1150.26,140.88,1009.38,5,8.94,12.005,1
84,74.65,12.0,45.3,0.68,23.89,292.13,31.16,260.97,1,1.38,10.9238,1
85,35.62,12.0,34.8,0.68,11.4,774.14,84.06,690.08,4,5.06,60.5333,1
86,59.58,12.0,40.4,0.68,19.07,426.69,55.45,371.24,4,8.94,19.4672,1
88,64.63,12.0,24.6,0.68,20.68,1169.19,165.36,1003.83,4,6.41,48.5411,1
89,145.99,12.0,23.7,0.58,61.32,498.22,73.0,425.22,4,6.44,6.9344,1
90,202.06,12.0,32.7,0.68,64.66,841.84,128.78,713.06,3,4.14,11.0278,1
91,28.94,12.0,15.4,0.45,15.92,315.04,38.41,276.63,2,3.22,17.3763,1
94,31.06,12.0,29.5,0.68,9.94,615.85,74.22,541.63,3,4.6,54.4899,1
95,34.83,12.0,19.9,0.58,14.63,843.34,111.78,731.56,4,7.36,50.0041,1
97,195.68,12.0,29.5,0.68,62.62,1378.22,183.4,627.31,5,10.97,10.0177,1
98,31.21,12.0,24.1,0.68,9.99,1185.87,169.39,1016.48,4,6.44,101.7497,1
99,66.29,12.0,34.6,0.68,21.21,17.35,1.81,15.54,1,1.84,0.7327,0
100,30.29,12.0,16.3,0.45,16.66,693.2,103.13,590.07,3,3.68,35.4184,1
101,127.12,12.0,19.2,0.58,53.39,580.34,67.53,512.81,5,5.29,9.605,1
102,84.45,12.0,18.5,0.58,35.47,600.93,82.82,518.11,3,5.52,14.607,1
103,94.9,12.0,59.4,0.68,30.37,658.29,82.68,575.61,5,9.2,18.9532,1
104,77.95,12.0,54.4,0.68,24.94,884.62,140.95,743.67,4,6.9,29.8184,1
105,42.58,12.0,46.7,0.68,13.63,817.48,99.83,717.65,5,7.36,52.6522,1
106,156.13,12.0,16.7,0.45,85.87,86.99,9.5,77.49,2,4.14,0.9024,0
107,72.35,12.0,21.2,0.58,30.39,429.15,70.13,359.02,4,7.13,11.8138,1
109,40.03,12.0,33.3,0.68,12.81,1264.81,170.68,1094.13,5,6.9,85.4122,1
111,61.77,12.0,27.3,0.68,19.77,310.85,52.38,258.47,2,3.22,13.0738,1
113,84.07,12.0,34.1,0.68,26.9,1295.62,161.98,1133.64,6,10.12,42.1428,1
115,90.08,12.0,14.9,0.45,49.54,596.83,85.03,511.8,3,3.22,10.331,1
118,47.61,12.0,37.7,0.68,15.24,999.55,133.28,866.27,3,5.06,56.8419,1
121,172.08,12.0,12.7,0.45,94.64,15.16,1.8,13.36,1,0.69,0.1412,0
122,106.1,12.0,35.6,0.68,33.95,1958.21,237.51,1720.7,5,9.66,50.6834,1
124,30.48,12.0,52.8,0.68,9.75,887.6,106.7,780.9,3,5.06,80.0923,1
125,35.59,12.0,16.9,0.45,19.57,419.48,64.21,355.27,2,4.6,18.1538,1
126,217.75,12.0,14.9,0.45,119.76,85.49,8.49,77.0,1,2.76,0.643,0
127,20.78,12.0,23.8,0.58,8.73,956.3,165.56,790.74,3,5.52,90.5773,1
128,27.47,12.0,47.0,0.68,8.79,646.07,85.05,561.02,3,5.98,63.8248,1
129,104.01,12.0,34.7,0.68,33.28,463.68,74.76,388.92,5,8.28,11.6863,1
131,80.27,12.0,23.5,0.58,33.71,807.83,106.48,701.35,4,5.98,20.8054,1
132,59.81,12.0,15.1,0.45,32.9,704.36,87.67,616.69,2,3.88,18.7444,1
133,35.64,12.0,17.5,0.45,19.6,275.67,43.39,232.28,3,5.72,11.851,1
135,71.46,12.0,43.2,0.68,22.87,318.05,36.08,281.97,4,4.37,12.3293,1
136,62.27,12.0,14.0,0.45,34.25,18.4,2.89,15.51,2,2.07,0.4528,0
137,61.78,12.0,19.1,0.58,25.95,677.15,95.12,582.03,4,6.21,22.4289,1
138,35.61,12.0,31.2,0.68,11.4,897.0,115.75,781.25,4,5.52,68.5307,1
139,196.3,12.0,35.1,0.68,62.82,759.91,111.94,647.97,3,5.06,10.3147,1
140,76.8,12.0,34.0,0.68,24.58,61.41,8.69,52.72,4,5.98,2.1448,1
143,45.78,12.0,12.3,0.45,25.18,183.29,19.72,163.57,1,0.92,6.496,1
144,76.71,12.0,27.9,0.68,24.55,1594.32,193.15,1401.17,5,12.16,57.0741,1
147,52.17,12.0,20.2,0.58,21.91,159.21,23.86,135.35,4,6.41,6.1775,1
149,59.78,12.0,16.7,0.45,32.88,197.0,30.17,166.83,3,3.22,5.0739,1
150,33.85,12.0,28.3,0.68,10.83,1133.96,144.96,989.0,4,6.9,91.3204,1
152,88.0,12.0,57.7,0.68,28.16,562.75,59.03,503.72,5,5.29,17.8878,1
155,145.98,12.0,32.5,0.68,46.71,927.48,130.78,796.7,6,8.94,17.0563,1
156,101.59,12.0,36.0,0.68,32.51,330.22,37.62,292.6,4,4.37,9.0003,1
157,80.49,12.0,13.1,0.45,44.27,180.27,26.75,153.52,1,0.92,3.4678,1
159,75.74,12.0,40.3,0.68,24.24,508.49,77.38,431.11,4,4.37,17.7851,1
160,57.81,12.0,18.9,0.58,24.28,1216.49,150.33,1066.16,3,5.98,43.911,1
161,58.97,12.0,20.7,0.58,24.77,299.22,49.24,249.98,3,3.68,10.092,1
162,55.61,12.0,28.9,0.68,17.8,411.15,54.59,356.56,3,3.22,20.0315,1
163,286.18,12.0,15.2,0.45,157.4,542.54,55.98,486.56,3,4.14,3.0912,1
164,102.15,12.0,42.6,0.68,32.69,1024.65,148.63,876.02,5,8.28,26.7978,1
165,93.96,12.0,24.1,0.68,30.07,817.81,95.42,722.39,4,5.49,24.0236,1
171,50.1,12.0,22.2,0.58,21.04,794.72,113.21,681.51,4,6.67,32.3912,1
173,91.89,12.0,17.2,0.45,50.54,730.8,118.01,612.79,3,6.64,12.1249,1
175,185.37,12.0,28.5,0.68,59.32,1487.57,227.2,1260.37,5,10.35,21.247,1
177,142.34,12.0,21.4,0.58,59.78,682.16,85.76,596.4,4,4.83,9.9766,1
178,49.53,12.0,32.1,0.68,15.85,365.16,53.74,311.42,3,2.76,19.6479,1
180,171.53,12.0,16.1,0.45,94.34,375.14,38.72,336.42,2,4.14,3.566,1
183,36.96,12.0,40.0,0.68,11.83,353.9,44.03,309.87,4,4.14,26.1936,1
184,92.92,12.0,34.5,0.68,29.73,514.22,62.92,451.3,4,5.06,15.18,1
186,150.22,12.0,18.8,0.58,63.09,590.79,73.14,517.65,3,2.99,8.2049,1
191,79.65,12.0,14.3,0.45,43.81,31.23,3.37,27.86,1,2.96,0.6359,0
192,203.36,12.0,15.7,0.45,111.85,390.9,49.51,341.39,3,4.6,3.0522,1
193,204.94,12.0,51.0,0.68,65.58,1181.3,159.02,1022.28,5,7.1,15.5883,1
194,45.42,12.0,14.7,0.45,24.98,579.17,72.74,506.43,1,2.76,20.2734,1
195,31.16,12.0,33.8,0.68,9.97,1255.4,165.83,1089.57,5,9.4,109.2849,1
196,103.64,12.0,15.9,0.45,57.0,246.75,36.13,210.62,3,4.6,3.6951,1
199,140.65,12.0,13.9,0.45,77.36,34.0,4.85,29.15,1,1.84,0.3768,0
203,226.9,12.0,44.6,0.68,72.61,1098.25,148.91,949.34,5,7.82,13.0745,1
204,116.6,12.0,42.1,0.68,37.31,81.53,10.16,71.37,3,3.68,1.9129,1
205,94.67,12.0,13.2,0.45,52.07,11.11,1.11,10.0,1,0.92,0.192,0
206,218.32,12.0,28.2,0.68,69.86,670.66,99.02,571.64,2,3.22,8.1827,1
207,90.97,12.0,34.2,0.68,29.11,234.17,27.13,207.04,4,5.29,7.1123,1
208,195.05,12.0,39.5,0.68,62.42,648.07,94.4,553.67,4,3.68,8.8701,1
209,56.57,12.0,34.8,0.68,18.1,518.21,78.29,439.92,2,2.76,24.305,1
211,131.62,12.0,28.1,0.68,42.12,430.04,69.26,360.78,4,6.9,8.5655,1
212,75.65,12.0,20.6,0.58,31.77,734.41,110.83,623.58,4,5.52,19.628,1
213,75.6,12.0,21.6,0.58,31.75,82.23,8.27,73.96,3,4.6,2.3294,1
214,176.82,12.0,17.3,0.45,97.25,770.77,110.0,660.77,4,5.06,6.7946,1
215,50.28,12.0,23.6,0.58,21.12,172.38,21.1,151.28,3,5.06,7.1629,1
218,108.67,12.0,20.4,0.65,38.03,16.71,2.3,14.41,2,0.92,0.3789,0
219,155.62,12.0,33.0,0.72,43.57,23.69,3.65,20.04,2,0.92,0.4599,0
222,185.81,12.0,43.9,0.72,52.03,221.98,33.82,188.16,3,1.61,3.6164,1
224,30.92,12.0,19.4,0.65,10.82,112.58,19.02,93.56,3,1.61,8.647,1
225,143.53,12.0,55.0,0.72,40.19,100.24,12.64,87.6,2,1.15,2.1796,1
226,229.71,12.0,16.5,0.55,103.37,158.22,24.86,133.36,2,1.15,1.2901,1
227,64.83,12.0,35.8,0.72,18.15,145.85,19.4,126.45,2,1.38,6.9669,1
229,52.81,12.0,41.0,0.72,14.79,159.09,19.47,139.62,4,1.38,9.4402,1
230,55.4,12.0,36.5,0.72,15.51,342.2,46.71,295.49,3,2.53,19.0516,1
232,38.46,12.0,16.2,0.55,17.31,288.58,38.01,250.57,3,1.61,14.4754,1
233,63.55,12.0,31.6,0.72,17.79,42.16,6.58,35.58,2,0.69,2.0,1
234,69.8,12.0,20.6,0.65,24.43,7.93,1.2,6.73,2,0.92,0.2755,0
235,169.07,12.0,30.5,0.72,47.34,80.66,13.49,67.17,2,0.69,1.4189,1
236,65.69,12.0,17.9,0.55,29.56,52.68,9.28,43.4,2,0.92,1.4682,1
237,121.56,12.0,15.2,0.55,54.7,70.54,7.65,62.89,3,1.15,1.1497,1
238,110.11,12.0,23.4,0.65,38.54,105.11,16.67,88.44,3,1.84,2.2948,1
239,38.43,12.0,19.6,0.65,13.45,78.25,7.94,70.31,2,1.15,5.2275,1
240,92.3,12.0,13.3,0.55,41.53,93.41,12.35,81.06,2,1.15,1.9518,1
241,31.01,12.0,15.1,0.55,13.95,4.8,0.71,4.09,2,0.92,0.2932,0
242,64.22,12.0,13.1,0.55,28.9,185.94,28.53,157.41,2,0.92,5.4467,1
243,158.47,12.0,15.9,0.55,71.31,83.85,11.5,72.35,3,1.61,1.0146,1
244,97.97,12.0,37.3,0.72,27.43,182.47,24.06,158.41,3,1.38,5.7751,1
245,85.58,12.0,28.3,0.72,23.96,18.68,2.8,15.88,3,1.61,0.6628,0
246,75.56,12.0,16.7,0.55,34.0,61.09,6.63,54.46,2,0.46,1.6018,1
247,67.03,12.0,23.7,0.65,23.46,96.82,11.14,85.68,3,1.38,3.6522,1
248,75.66,12.0,30.1,0.72,21.18,188.75,23.63,165.12,3,1.15,7.796,1
252,250.43,12.0,17.2,0.55,112.69,293.63,39.07,254.56,4,1.84,2.2589,1
253,87.15,12.0,24.4,0.72,24.4,302.27,43.86,258.41,4,2.53,10.5906,1
254,52.8,12.0,25.5,0.72,14.78,141.82,14.34,127.48,2,0.69,8.6252,1
255,103.18,12.0,19.5,0.65,36.11,120.31,19.43,100.88,3,1.15,2.7937,1
257,184.76,12.0,52.3,0.72,51.73,215.84,25.31,190.53,2,1.15,3.6832,1
259,100.99,12.0,15.2,0.55,45.45,99.36,14.36,85.0,3,1.15,1.8702,1
260,26.55,12.0,16.4,0.55,11.95,39.82,6.03,33.79,1,0.23,2.8276,1
263,142.43,12.0,47.1,0.72,39.88,99.7,11.53,88.17,4,1.84,2.2109,1
264,95.77,12.0,18.3,0.65,33.52,205.05,30.22,174.83,3,1.61,5.2157,1
265,89.18,12.0,27.4,0.72,24.97,297.53,40.02,257.51,4,1.84,10.3128,1
266,65.56,12.0,32.5,0.72,18.36,66.85,8.27,58.58,4,2.53,3.1906,1
267,67.79,12.0,28.4,0.72,18.98,26.0,4.44,21.56,3,2.07,1.1359,1
272,74.47,12.0,21.5,0.65,26.06,250.93,33.88,217.05,4,2.3,8.3289,1
274,24.78,12.0,15.1,0.55,11.15,321.93,43.51,278.42,3,1.61,24.9704,1
275,58.84,12.0,40.0,0.72,16.48,198.71,24.99,173.72,3,1.61,10.5413,1
279,131.08,12.0,19.5,0.65,45.88,365.0,51.85,313.15,6,2.53,6.8254,1
280,27.25,12.0,25.2,0.72,7.63,441.38,55.64,385.74,6,2.76,50.5557,1
281,43.51,12.0,12.1,0.55,19.58,0.0,0.0,0.0,0,0.0,0.0,0
282,24.93,12.0,14.6,0.55,11.22,255.52,36.77,218.75,2,1.38,19.4964,1
284,129.84,12.0,35.4,0.72,36.36,103.07,11.14,91.93,6,2.76,2.5283,1
285,157.74,12.0,12.9,0.55,70.98,4.52,0.73,3.79,1,0.23,0.0534,0
292,236.39,12.0,17.8,0.55,106.38,455.41,65.11,390.3,5,3.68,3.6689,1
293,35.55,12.0,28.5,0.72,9.95,209.79,24.02,185.77,4,1.61,18.6704,1
295,87.36,12.0,18.9,0.65,30.58,223.29,34.29,189.0,3,1.84,6.1805,1
296,90.12,12.0,18.0,0.65,31.54,106.62,13.37,93.25,5,2.53,2.9566,1
297,112.42,12.0,47.1,0.72,31.48,160.03,22.05,137.98,4,1.84,4.3831,1
299,79.6,12.0,16.9,0.55,35.82,314.97,37.19,277.78,5,2.07,7.7549,1
301,68.63,12.0,15.4,0.55,30.88,285.55,37.42,248.13,3,2.53,8.0353,1
302,132.55,12.0,31.4,0.72,37.11,50.13,6.22,43.91,2,0.69,1.1832,1
303,67.1,12.0,18.2,0.65,23.48,110.88,14.92,95.96,3,0.92,4.0869,1
306,87.72,12.0,12.6,0.55,39.47,138.4,22.11,116.29,1,0.69,2.9463,1
307,72.3,12.0,37.9,0.72,20.24,225.92,37.21,188.71,4,2.53,9.3236,1
308,74.33,12.0,30.2,0.72,20.81,258.75,27.13,231.62,5,2.53,11.1302,1
309,148.53,12.0,16.5,0.55,66.84,447.41,58.93,388.48,5,3.22,5.8121,1
310,210.24,12.0,34.0,0.72,58.87,321.23,39.69,281.54,3,1.84,4.7824,1
312,138.5,12.0,16.4,0.55,62.32,196.81,26.66,170.15,4,2.99,2.7303,1
314,40.38,12.0,29.8,0.72,11.31,293.72,36.25,257.47,4,1.61,22.7648,1
316,169.21,12.0,16.3,0.35,109.99,9.15,1.65,7.5,4,0.33,0.0682,0
317,285.03,12.0,28.8,0.58,119.71,90.22,15.4,74.82,4,0.33,0.625,0
318,253.63,12.0,12.7,0.35,164.86,3.93,0.63,3.3,1,0.1,0.02,0
320,214.69,12.0,15.6,0.35,139.55,64.82,10.95,53.87,3,0.39,0.386,0
321,342.36,12.0,23.8,0.48,178.03,38.32,7.11,31.21,3,0.33,0.1753,0
322,248.5,12.0,18.1,0.48,129.22,73.81,11.92,61.89,4,0.59,0.479,0
323,301.72,12.0,43.5,0.58,126.72,55.09,10.98,44.11,4,0.36,0.3481,0
324,296.35,12.0,21.0,0.48,154.1,57.08,6.49,50.59,4,0.79,0.3283,0
327,94.85,12.0,13.4,0.35,61.65,22.19,1.27,20.92,3,0.46,0.3393,0
328,213.56,12.0,19.7,0.48,111.05,77.41,16.44,60.97,4,0.36,0.549,0
329,310.58,12.0,20.7,0.48,161.5,107.62,19.51,88.11,4,0.53,0.5456,0
332,214.14,12.0,19.0,0.48,111.35,19.84,3.24,16.6,4,0.56,0.1491,0
333,211.92,12.0,21.1,0.48,110.2,98.22,19.02,79.2,4,0.46,0.7187,0
334,202.89,12.0,15.6,0.35,131.88,19.99,3.66,16.33,4,0.62,0.1238,0
337,248.56,12.0,27.4,0.58,104.4,124.29,19.38,104.91,4,0.69,1.0049,1
338,172.74,12.0,29.6,0.58,72.55,60.8,10.56,50.24,4,0.43,0.6925,0
339,112.78,12.0,23.8,0.48,58.65,55.55,10.32,45.23,3,0.3,0.7712,0
340,258.17,12.0,17.8,0.35,167.81,130.93,19.77,111.16,4,0.43,0.6624,0
341,138.34,12.0,15.5,0.35,89.92,105.2,16.29,88.91,4,0.46,0.9888,0
342,327.39,12.0,16.4,0.35,212.8,90.01,11.87,78.14,4,0.49,0.3672,0
343,212.11,12.0,15.9,0.35,137.87,16.63,3.26,13.37,4,0.46,0.097,0
344,185.82,12.0,18.8,0.48,96.63,8.58,1.57,7.01,3,0.3,0.0725,0
346,135.69,12.0,14.2,0.35,88.2,10.4,1.93,8.47,4,0.49,0.096,0
347,253.91,12.0,20.1,0.48,132.03,19.37,3.41,15.96,4,0.46,0.1209,0
349,163.11,12.0,35.6,0.58,68.51,49.72,10.34,39.38,2,0.26,0.5748,0
352,292.48,12.0,59.0,0.58,122.84,23.54,4.53,19.01,3,0.49,0.1548,0
353,284.72,12.0,29.9,0.58,119.58,70.82,11.29,59.53,4,0.46,0.4978,0
354,182.89,12.0,12.9,0.35,118.88,5.48,0.92,4.56,1,0.16,0.0384,0
356,154.0,12.0,23.4,0.48,80.08,37.14,5.6,31.54,2,0.2,0.3939,0
357,324.82,12.0,21.6,0.48,168.91,56.9,10.17,46.73,4,0.36,0.2767,0
359,326.7,12.0,23.1,0.48,169.88,83.69,16.49,67.2,3,0.3,0.3956,0
360,389.31,12.0,27.7,0.58,163.51,81.3,12.7,68.6,4,0.33,0.4195,0
363,207.5,12.0,36.7,0.58,87.15,24.08,2.56,21.52,3,0.39,0.2469,0
364,239.83,12.0,20.4,0.48,124.71,61.53,9.69,51.84,4,0.53,0.4157,0
365,265.01,12.0,26.3,0.58,111.3,89.53,16.3,73.23,4,0.46,0.658,0
367,188.23,12.0,20.3,0.48,97.88,581.79,91.76,490.03,1,3.94,5.0064,1
368,184.5,12.0,29.2,0.58,77.49,533.43,84.12,449.31,1,3.94,5.7983,1
369,319.41,12.0,14.0,0.35,207.62,328.96,53.27,275.69,1,4.93,1.3279,1
372,324.7,12.0,14.6,0.35,211.06,260.25,44.41,215.84,1,3.94,1.0226,1
373,325.86,12.0,12.2,0.35,211.81,584.16,92.36,491.8,1,3.94,2.3219,1
374,292.16,12.0,19.8,0.48,151.92,477.75,90.52,387.23,2,7.88,2.5489,1
375,200.75,12.0,25.1,0.58,84.32,1624.3,241.68,1382.62,3,10.84,16.3973,1
376,354.81,12.0,15.5,0.35,230.63,451.53,85.2,366.33,1,5.91,1.5884,1
377,298.14,12.0,18.4,0.48,155.03,358.44,50.47,307.97,1,5.91,1.9865,1
380,186.62,12.0,50.1,0.58,78.38,1463.45,220.06,1243.39,2,9.86,15.8636,1
381,176.53,12.0,12.8,0.35,114.74,630.3,91.84,538.46,1,3.94,4.6929,1
383,384.95,12.0,23.1,0.48,200.17,1062.09,169.04,893.05,2,8.87,4.4615,1
384,196.49,12.0,27.5,0.58,82.53,1066.87,173.55,893.32,2,7.88,10.8242,1
386,266.5,12.0,27.4,0.58,111.93,277.79,52.55,225.24,2,4.93,2.0123,1
387,190.71,12.0,15.2,0.35,123.96,533.43,103.24,430.19,1,3.94,3.4704,1
389,184.52,12.0,35.8,0.58,77.5,533.43,93.51,439.92,1,3.94,5.6764,1
390,366.62,12.0,26.6,0.58,153.98,96.86,18.53,78.33,1,1.97,0.5087,0
394,318.19,12.0,19.6,0.48,165.46,624.01,110.86,513.15,3,11.83,3.1014,1
396,151.13,12.0,42.9,0.58,63.47,408.59,61.21,347.38,1,2.96,5.4731,1
397,329.54,12.0,12.9,0.35,214.2,644.66,110.39,534.27,1,3.94,2.4943,1
398,331.86,12.0,27.8,0.58,139.38,1066.87,175.44,891.43,2,7.88,6.3957,1
399,436.98,12.0,15.0,0.35,284.04,230.89,39.44,191.45,1,3.94,0.674,0
400,372.5,12.0,29.8,0.58,156.45,1769.69,296.53,1473.16,3,12.81,9.4162,1
402,311.86,12.0,13.3,0.35,202.71,130.63,25.47,105.16,1,2.96,0.5188,0
403,159.13,12.0,18.8,0.48,82.75,1572.28,263.62,1308.66,2,10.84,15.8146,1
405,315.25,12.0,31.4,0.58,132.41,486.28,71.02,415.26,2,4.93,3.1362,1
