rental_id,product_id,condition_on_return,damage_fee,return_note
707,323,excellent,0.0,
708,323,good,0.0,
709,323,excellent,0.0,
710,323,good,0.0,
711,324,excellent,0.0,
712,324,excellent,0.0,
713,324,good,0.0,
714,324,excellent,0.0,
715,327,excellent,0.0,
716,327,excellent,0.0,
717,327,good,0.0,
718,328,good,0.0,
719,328,good,0.0,
720,328,excellent,0.0,
721,328,fair,0.0,
722,329,excellent,0.0,
723,329,excellent,0.0,
724,329,excellent,0.0,
725,329,good,0.0,
726,332,excellent,0.0,
727,332,excellent,0.0,
728,332,excellent,0.0,
729,332,excellent,0.0,
730,333,good,0.0,
731,333,excellent,0.0,
732,333,good,0.0,
733,333,good,0.0,
734,334,good,0.0,
735,334,good,0.0,
736,334,excellent,0.0,
737,334,good,0.0,
738,337,excellent,0.0,
739,337,excellent,0.0,
740,337,excellent,0.0,
741,337,excellent,0.0,
742,338,good,0.0,
743,338,excellent,0.0,
744,338,excellent,0.0,
745,338,excellent,0.0,
746,339,good,0.0,
747,339,excellent,0.0,
748,339,excellent,0.0,
749,340,excellent,0.0,
750,340,excellent,0.0,
751,340,fair,0.0,
752,340,good,0.0,
753,341,good,0.0,
754,341,excellent,0.0,
755,341,good,0.0,
756,341,excellent,0.0,
757,342,excellent,0.0,
758,342,excellent,0.0,
759,342,excellent,0.0,
760,342,excellent,0.0,
761,343,good,0.0,
762,343,excellent,0.0,
763,343,excellent,0.0,
764,343,good,0.0,
765,344,excellent,0.0,
766,344,fair,0.0,
767,344,fair,0.0,
768,346,good,0.0,
769,346,good,0.0,
770,346,excellent,0.0,
771,346,good,0.0,
772,347,excellent,0.0,
773,347,good,0.0,
774,347,excellent,0.0,
775,347,excellent,0.0,
776,349,excellent,0.0,
777,349,good,0.0,
778,352,good,0.0,
779,352,excellent,0.0,
780,352,excellent,0.0,
781,353,good,0.0,
782,353,excellent,0.0,
783,353,good,0.0,
784,353,excellent,0.0,
785,354,good,0.0,
786,356,good,0.0,
787,356,good,0.0,
788,357,excellent,0.0,
789,357,good,0.0,
790,357,fair,0.0,
791,357,good,0.0,
792,359,excellent,0.0,
793,359,excellent,0.0,
794,359,excellent,0.0,
795,360,good,0.0,
796,360,excellent,0.0,
797,360,excellent,0.0,
798,360,excellent,0.0,
799,363,excellent,0.0,
800,363,excellent,0.0,
801,363,good,0.0,
802,364,excellent,0.0,
803,364,excellent,0.0,
804,364,good,0.0,
805,364,good,0.0,
806,365,fair,0.0,
807,365,fair,0.0,
808,365,excellent,0.0,
809,365,good,0.0,
810,367,excellent,0.0,
811,368,excellent,0.0,
812,369,excellent,0.0,
813,372,excellent,0.0,
814,373,excellent,0.0,
815,374,good,0.0,
816,374,good,0.0,
817,375,good,0.0,
818,375,good,0.0,
819,375,excellent,0.0,
820,376,excellent,0.0,
821,377,good,0.0,
822,380,good,0.0,
823,380,excellent,0.0,
824,381,excellent,0.0,
825,383,good,0.0,
826,383,excellent,0.0,
827,384,excellent,0.0,
828,384,excellent,0.0,
829,386,good,0.0,
830,386,good,0.0,
831,387,fair,0.0,
832,389,good,0.0,
833,390,good,0.0,
834,394,excellent,0.0,
835,394,excellent,0.0,
836,394,good,0.0,
837,396,damaged,0.0,
838,397,fair,0.0,
839,398,excellent,0.0,
840,398,good,0.0,
841,399,excellent,0.0,
842,400,excellent,0.0,
843,400,good,0.0,
844,400,excellent,0.0,
845,402,fair,0.0,
846,403,excellent,0.0,
847,403,good,0.0,
848,405,good,0.0,
849,405,good,0.0,
