product_id,category_id,product_name,brand,original_retail_price,current_depreciated_value,condition_grade,listed_date,rental_eligible_date,retailer,is_active
65,1,Seraphine Tiered Dress Burgundy,Seraphine,92.35,80.39,C,2023-07-14,2024-07-13,ASOS PT,1
66,1,ASOS Maternity Bodycon Dress Slate Grey,ASOS Maternity,185.46,175.6,A,2024-05-17,2025-05-17,ASOS PT,1
67,1,Seraphine Shirt Dress Navy,Seraphine,243.06,222.04,B,2024-01-23,2025-01-22,El Corte Inglés ES,1
68,1,Seraphine Jersey Dress Sage Green,Seraphine,173.98,159.7,B,2024-02-06,2025-02-05,El Corte Inglés ES,1
69,1,H&M Mama Shirt Dress Slate Grey,H&M Mama,108.71,101.09,A,2024-03-12,2025-03-12,ASOS PT,1
70,1,Seraphine Bodycon Dress Blush,Seraphine,108.43,91.61,A,2023-07-14,2024-07-13,ASOS PT,1
71,1,Isabella Oliver Smock Dress Slate Grey,Isabella Oliver,138.44,127.02,B,2024-01-31,2025-01-30,El Corte Inglés ES,1
72,1,H&M Mama Wrap Dress Slate Grey,H&M Mama,174.31,133.38,B,2022-09-18,2023-09-18,Seraphine PT,1
73,1,Isabella Oliver Midi Dress,Isabella Oliver,172.75,155.12,B,2023-10-19,2024-10-18,El Corte Inglés ES,1
74,1,Baukjen Ruched Dress Slate Grey,Baukjen,100.14,84.95,A,2023-03-08,2024-03-07,ASOS PT,1
75,1,Mamalicious Smock Dress Ivory,Mamalicious,278.4,241.93,B,2023-07-04,2024-07-03,Seraphine PT,1
76,1,Seraphine Bodycon Dress Camel,Seraphine,237.12,195.64,C,2023-01-26,2024-01-26,ASOS PT,1
77,1,H&M Mama Linen Dress Sage Green,H&M Mama,79.32,70.34,A,2024-01-23,2025-01-22,Zara Online,1
78,1,Baukjen Midi Dress Floral Print,Baukjen,50.01,42.97,A,2023-07-16,2024-07-15,Zara Online,1
79,1,H&M Mama Bodycon Dress Navy,H&M Mama,97.97,81.58,A,2023-02-21,2024-02-21,El Corte Inglés ES,1
80,1,Baukjen Wrap Dress Ivory,Baukjen,81.05,70.08,A,2023-03-06,2024-03-05,Seraphine PT,1
81,2,Seraphine Button-Down Blouse Navy,Seraphine,200.18,165.1,A,2023-01-25,2024-01-25,ASOS PT,1
82,2,Mamalicious Broderie Top Navy,Mamalicious,47.96,43.94,A,2024-03-23,2025-03-23,El Corte Inglés ES,1
83,2,Mamalicious Broderie Top Navy,Mamalicious,22.91,21.9,A,2024-06-20,2025-06-20,Seraphine PT,1
84,2,H&M Mama Wrap Top Stripe,H&M Mama,74.65,49.08,A,2021-03-23,2022-03-23,Zara Online,1
85,2,Seraphine Wrap Top Ivory,Seraphine,35.62,24.28,C,2022-02-06,2023-02-06,Seraphine PT,1
86,2,Boob Design Linen Blouse Blush,Boob Design,59.58,41.78,A,2021-08-20,2022-08-20,Zara Online,1
87,2,ASOS Maternity Longline Tee Ivory,ASOS Maternity,76.68,70.75,B,2024-04-23,2025-04-23,ASOS PT,1
88,2,Boob Design Button-Down Blouse Navy,Boob Design,64.63,52.18,B,2022-12-13,2023-12-13,ASOS PT,1
89,2,Mamalicious Longline Tee Camel,Mamalicious,145.99,116.05,A,2023-01-09,2024-01-09,Zara Online,1
90,2,H&M Mama Nursing Blouse Sage Green,H&M Mama,202.06,158.24,B,2022-04-10,2023-04-10,ASOS PT,1
91,2,Boob Design Nursing Blouse Camel,Boob Design,28.94,25.63,A,2023-09-20,2024-09-19,El Corte Inglés ES,1
92,2,ASOS Maternity Smock Top,ASOS Maternity,118.31,109.96,A,2024-03-17,2025-03-17,Seraphine PT,1
93,2,Mamalicious Smock Top Black,Mamalicious,94.78,87.15,A,2024-03-20,2025-03-20,ASOS ES,1
94,2,H&M Mama Broderie Top,H&M Mama,31.06,23.02,B,2022-07-17,2023-07-17,ASOS ES,1
95,2,Boob Design Button-Down Blouse Burgundy,Boob Design,34.83,29.78,A,2023-05-06,2024-05-05,Seraphine PT,1
96,2,H&M Mama Linen Blouse,H&M Mama,18.06,16.64,B,2024-01-01,2024-12-31,Seraphine PT,1
97,2,Boob Design Longline Tee Sage Green,Boob Design,195.68,145.34,B,2022-07-17,2023-07-17,Zara Online,1
98,2,Mama de Luxe Longline Tee Burgundy,Mama de Luxe,31.21,24.46,A,2022-12-27,2023-12-27,ASOS ES,1
99,2,H&M Mama Wrap Top Floral Print,H&M Mama,66.29,49.06,B,2022-02-13,2023-02-13,Zara Online,1
100,2,Mamalicious Button-Down Blouse Blush,Mamalicious,30.29,25.88,A,2023-08-24,2024-08-23,ASOS PT,1
101,2,Mamalicious Smock Top Camel,Mamalicious,127.12,103.57,B,2023-05-28,2024-05-27,El Corte Inglés ES,1
102,2,Mama de Luxe Wrap Top Floral Print,Mama de Luxe,84.45,70.95,A,2023-06-18,2024-06-17,ASOS PT,1
103,2,H&M Mama Ruched Top Burgundy,H&M Mama,94.9,33.27,A,2020-01-20,2021-01-19,ASOS PT,1
104,2,H&M Mama Nursing Blouse Ivory,H&M Mama,77.95,45.34,B,2020-06-19,2021-06-19,El Corte Inglés ES,1
105,2,Mama de Luxe Linen Blouse Sage Green,Mama de Luxe,42.58,27.9,A,2021-02-09,2022-02-09,ASOS PT,1
106,2,H&M Mama Broderie Top Ivory,H&M Mama,156.13,135.16,A,2023-08-12,2024-08-11,ASOS ES,1
107,2,H&M Mama Wrap Top Stripe,H&M Mama,72.35,60.34,A,2023-03-26,2024-03-25,Seraphine PT,1
108,2,H&M Mama Nursing Blouse Blush,H&M Mama,230.7,219.85,B,2024-06-29,2025-06-29,El Corte Inglés ES,1
109,2,Mamalicious Nursing Blouse,Mamalicious,40.03,25.76,B,2022-03-23,2023-03-23,Seraphine PT,1
110,2,Boob Design Button-Down Blouse Camel,Boob Design,42.0,39.32,A,2024-06-05,2025-06-05,Seraphine PT,1
111,2,H&M Mama Linen Blouse Sage Green,H&M Mama,61.77,49.13,C,2022-09-22,2023-09-22,Seraphine PT,1
112,2,Mamalicious Button-Down Blouse,Mamalicious,126.13,117.09,B,2024-04-13,2025-04-13,Zara Online,1
113,2,H&M Mama Linen Blouse Burgundy,H&M Mama,84.07,61.49,A,2022-02-27,2023-02-27,El Corte Inglés ES,1
114,2,Seraphine Nursing Blouse Burgundy,Seraphine,41.8,38.95,B,2024-03-25,2025-03-25,Seraphine PT,1
115,2,H&M Mama Wrap Top Navy,H&M Mama,90.08,79.93,A,2023-10-04,2024-10-03,Seraphine PT,1
116,2,H&M Mama Longline Tee Burgundy,H&M Mama,45.41,41.47,A,2024-01-24,2025-01-23,Zara Online,1
117,2,Mama de Luxe Button-Down Blouse Navy,Mama de Luxe,53.08,49.64,B,2024-05-22,2025-05-22,El Corte Inglés ES,1
118,2,Mama de Luxe Longline Tee Ivory,Mama de Luxe,47.61,33.75,B,2021-11-08,2022-11-08,El Corte Inglés ES,1
119,2,H&M Mama Nursing Blouse Black,H&M Mama,47.95,44.3,C,2024-03-08,2025-03-08,ASOS PT,1
120,2,H&M Mama Nursing Blouse Ivory,H&M Mama,52.36,48.62,B,2024-05-05,2025-05-05,Seraphine PT,1
121,2,ASOS Maternity Ruched Top Sage Green,ASOS Maternity,172.08,149.85,C,2023-12-11,2024-12-10,ASOS PT,1
122,2,Mamalicious Broderie Top Black,Mamalicious,106.1,78.64,B,2022-01-12,2023-01-12,ASOS PT,1
123,2,Boob Design Wrap Top Sage Green,Boob Design,174.84,163.33,B,2024-05-20,2025-05-20,ASOS ES,1
124,2,Mamalicious Broderie Top Ivory,Mamalicious,30.48,16.33,A,2020-08-06,2021-08-06,Seraphine PT,1
125,2,H&M Mama Linen Blouse Black,H&M Mama,35.59,30.39,B,2023-08-04,2024-08-03,ASOS PT,1
126,2,Mama de Luxe Ruched Top Stripe,Mama de Luxe,217.75,190.8,B,2023-10-04,2024-10-03,Zara Online,1
127,2,ASOS Maternity Button-Down Blouse Black,ASOS Maternity,20.78,17.39,A,2023-01-07,2024-01-07,ASOS PT,1
128,2,ASOS Maternity Nursing Blouse Slate Grey,ASOS Maternity,27.47,16.81,A,2021-01-29,2022-01-29,El Corte Inglés ES,1
129,2,H&M Mama Smock Top Camel,H&M Mama,104.01,68.83,A,2022-02-08,2023-02-08,El Corte Inglés ES,1
130,2,ASOS Maternity Wrap Top Floral Print,ASOS Maternity,84.19,78.55,B,2024-05-25,2025-05-25,El Corte Inglés ES,1
131,2,Boob Design Broderie Top Floral Print,Boob Design,80.27,64.94,B,2023-01-15,2024-01-15,ASOS PT,1
132,2,Seraphine Linen Blouse Floral Print,Seraphine,59.81,53.38,A,2023-09-29,2024-09-28,Seraphine PT,1
133,2,ASOS Maternity Linen Blouse Slate Grey,ASOS Maternity,35.64,30.97,A,2023-07-18,2024-07-17,Seraphine PT,1
134,2,ASOS Maternity Broderie Top Ivory,ASOS Maternity,84.07,78.76,A,2024-05-14,2025-05-14,El Corte Inglés ES,1
135,2,Boob Design Longline Tee Burgundy,Boob Design,71.46,41.03,C,2021-05-25,2022-05-25,ASOS PT,1
136,2,H&M Mama Nursing Blouse Stripe,H&M Mama,62.27,53.59,A,2023-11-02,2024-11-01,El Corte Inglés ES,1
137,2,H&M Mama Linen Blouse Stripe,H&M Mama,61.78,52.09,A,2023-05-31,2024-05-30,El Corte Inglés ES,1
138,2,Seraphine Linen Blouse Navy,Seraphine,35.61,27.16,B,2022-05-26,2023-05-26,Seraphine PT,1
139,2,ASOS Maternity Smock Top Camel,ASOS Maternity,196.3,138.28,A,2022-01-27,2023-01-27,Seraphine PT,1
140,2,H&M Mama Linen Blouse Sage Green,H&M Mama,76.8,58.39,A,2022-03-03,2023-03-03,Zara Online,1
141,2,Mama de Luxe Ruched Top Sage Green,Mama de Luxe,65.09,60.67,C,2024-04-11,2025-04-11,Seraphine PT,1
142,2,ASOS Maternity Smock Top Burgundy,ASOS Maternity,30.21,27.65,A,2024-02-27,2025-02-26,ASOS PT,1
143,2,Mamalicious Longline Tee Slate Grey,Mamalicious,45.78,41.95,A,2023-12-22,2024-12-21,Seraphine PT,1
144,2,Mama de Luxe Ruched Top Floral Print,Mama de Luxe,76.71,57.77,B,2022-09-03,2023-09-03,ASOS PT,1
145,2,ASOS Maternity Ruched Top Burgundy,ASOS Maternity,102.4,96.29,B,2024-05-31,2025-05-31,El Corte Inglés ES,1
146,2,H&M Mama Button-Down Blouse Sage Green,H&M Mama,43.14,40.14,B,2024-05-02,2025-05-02,El Corte Inglés ES,1
147,2,H&M Mama Wrap Top Ivory,H&M Mama,52.17,43.75,B,2023-04-27,2024-04-26,Zara Online,1
148,2,ASOS Maternity Linen Blouse,ASOS Maternity,120.67,113.66,A,2024-06-07,2025-06-07,ASOS PT,1
149,2,Mamalicious Ruched Top Navy,Mamalicious,59.78,53.48,A,2023-08-11,2024-08-10,ASOS PT,1
150,2,Boob Design Ruched Top Blush,Boob Design,33.85,24.84,A,2022-08-23,2023-08-23,ASOS ES,1
151,2,H&M Mama Broderie Top,H&M Mama,154.0,139.24,B,2024-01-20,2025-01-19,Zara Online,1
152,2,H&M Mama Longline Tee Sage Green,H&M Mama,88.0,51.69,B,2020-03-12,2021-03-12,Seraphine PT,1
153,2,H&M Mama Broderie Top,H&M Mama,94.22,86.46,C,2024-03-04,2025-03-04,El Corte Inglés ES,1
154,2,Mama de Luxe Nursing Blouse Camel,Mama de Luxe,49.03,45.54,A,2024-03-13,2025-03-13,Seraphine PT,1
155,2,Seraphine Broderie Top Ivory,Seraphine,145.98,109.15,A,2022-04-18,2023-04-18,Zara Online,1
156,3,H&M Mama Slim Jeans Slate Grey,H&M Mama,101.59,75.28,A,2022-01-01,2023-01-01,Zara Online,1
157,3,ASOS Maternity Wide-Leg Trousers Black,ASOS Maternity,80.49,73.1,B,2023-11-27,2024-11-26,Zara Online,1
158,3,Seraphine Slim Jeans Navy,Seraphine,202.86,184.43,B,2024-01-28,2025-01-27,Zara Online,1
159,3,ASOS Maternity Legging Jeans Camel,ASOS Maternity,75.74,52.45,A,2021-08-23,2022-08-23,ASOS ES,1
160,3,Isabella Oliver Over-Bump Jeans,Isabella Oliver,57.81,48.13,C,2023-06-06,2024-06-05,Seraphine PT,1
161,3,Seraphine Wide-Leg Trousers Navy,Seraphine,58.97,52.17,B,2023-04-11,2024-04-10,El Corte Inglés ES,1
162,3,H&M Mama Wide-Leg Trousers Burgundy,H&M Mama,55.61,46.04,A,2022-08-05,2023-08-05,El Corte Inglés ES,1
163,3,H&M Mama Wide-Leg Trousers Sage Green,H&M Mama,286.18,260.15,A,2023-09-24,2024-09-23,El Corte Inglés ES,1
164,3,Isabella Oliver Over-Bump Jeans Stripe,Isabella Oliver,102.15,73.38,B,2021-06-14,2022-06-14,ASOS ES,1
165,3,Isabella Oliver Slim Jeans Ivory,Isabella Oliver,93.96,78.7,B,2022-12-29,2023-12-29,Seraphine PT,1
166,3,Isabella Oliver Legging Jeans Ivory,Isabella Oliver,141.49,133.73,A,2024-05-21,2025-05-21,Seraphine PT,1
167,3,Seraphine Wide-Leg Trousers Black,Seraphine,75.26,71.44,A,2024-04-10,2025-04-10,ASOS ES,1
168,3,Mamalicious Under-Bump Jeans Slate Grey,Mamalicious,129.53,122.45,B,2024-02-07,2025-02-06,ASOS PT,1
169,3,Seraphine Under-Bump Jeans,Seraphine,208.13,198.73,B,2024-05-22,2025-05-22,ASOS PT,1
170,3,Mamalicious Wide-Leg Trousers Navy,Mamalicious,284.1,263.56,A,2024-01-24,2025-01-23,Zara Online,1
171,3,ASOS Maternity Over-Bump Jeans Ivory,ASOS Maternity,50.1,43.35,A,2023-02-23,2024-02-23,Zara Online,1
172,3,ASOS Maternity Linen Trousers Slate Grey,ASOS Maternity,53.77,51.4,A,2024-06-07,2025-06-07,Seraphine PT,1
173,3,Seraphine Under-Bump Jeans Stripe,Seraphine,91.89,82.23,A,2023-07-26,2024-07-25,ASOS PT,1
174,3,ASOS Maternity Tailored Trousers Navy,ASOS Maternity,32.99,30.9,A,2024-02-18,2025-02-17,ASOS ES,1
175,3,ASOS Maternity Wide-Leg Trousers Blush,ASOS Maternity,185.37,163.61,A,2022-08-16,2023-08-16,ASOS PT,1
176,3,Seraphine Straight-Leg Trousers Sage Green,Seraphine,196.03,178.2,A,2024-01-02,2025-01-01,Seraphine PT,1
177,3,ASOS Maternity Wide-Leg Trousers,ASOS Maternity,142.34,122.05,A,2023-03-20,2024-03-19,Zara Online,1
178,3,Isabella Oliver Tailored Trousers Blush,Isabella Oliver,49.53,38.0,A,2022-04-29,2023-04-29,ASOS PT,1
179,3,H&M Mama Wide-Leg Trousers Navy,H&M Mama,117.1,112.64,B,2024-06-21,2025-06-21,Seraphine PT,1
180,3,Mamalicious Tailored Trousers Navy,Mamalicious,171.53,150.23,A,2023-08-29,2024-08-28,Seraphine PT,1
181,3,ASOS Maternity Straight-Leg Trousers Navy,ASOS Maternity,79.01,74.44,A,2024-04-02,2025-04-02,Seraphine PT,1
182,3,Seraphine Straight-Leg Trousers Ivory,Seraphine,68.26,63.68,B,2024-03-04,2025-03-04,El Corte Inglés ES,1
183,3,ASOS Maternity Tailored Trousers Navy,ASOS Maternity,36.96,28.24,A,2021-08-30,2022-08-30,Zara Online,1
184,3,H&M Mama Legging Jeans Camel,H&M Mama,92.92,68.69,B,2022-02-14,2023-02-14,El Corte Inglés ES,1
185,3,H&M Mama Linen Trousers Black,H&M Mama,68.74,64.0,A,2024-02-23,2025-02-22,ASOS PT,1
186,3,Seraphine Over-Bump Jeans Black,Seraphine,150.22,130.59,C,2023-06-07,2024-06-06,Seraphine PT,1
187,3,Mamalicious Over-Bump Jeans Camel,Mamalicious,37.9,35.56,A,2024-04-26,2025-04-26,El Corte Inglés ES,1
188,3,ASOS Maternity Tailored Trousers,ASOS Maternity,128.7,121.88,A,2024-04-10,2025-04-10,Zara Online,1
189,3,Mama de Luxe Linen Trousers Blush,Mama de Luxe,102.37,95.31,A,2024-01-20,2025-01-19,ASOS PT,1
190,3,ASOS Maternity Linen Trousers Floral Print,ASOS Maternity,115.49,108.77,A,2024-04-20,2025-04-20,Zara Online,1
191,3,ASOS Maternity Straight-Leg Trousers Burgundy,ASOS Maternity,79.65,71.46,B,2023-10-24,2024-10-23,ASOS PT,1
192,3,Seraphine Over-Bump Jeans Ivory,Seraphine,203.36,180.92,A,2023-09-09,2024-09-08,Zara Online,1
193,3,Isabella Oliver Linen Trousers Floral Print,Isabella Oliver,204.94,127.08,A,2020-09-30,2021-09-30,ASOS PT,1
194,3,ASOS Maternity Under-Bump Jeans Sage Green,ASOS Maternity,45.42,40.23,B,2023-10-12,2024-10-11,Seraphine PT,1
195,3,Mamalicious Slim Jeans Blush,Mamalicious,31.16,25.66,A,2022-03-08,2023-03-08,El Corte Inglés ES,1
196,3,Isabella Oliver Linen Trousers Blush,Isabella Oliver,103.64,95.39,A,2023-09-04,2024-09-03,Seraphine PT,1
197,3,Seraphine Wide-Leg Trousers Floral Print,Seraphine,43.37,41.09,B,2024-05-08,2025-05-08,Seraphine PT,1
198,3,Isabella Oliver Legging Jeans Navy,Isabella Oliver,73.75,69.27,A,2024-05-18,2025-05-18,El Corte Inglés ES,1
199,3,H&M Mama Over-Bump Jeans Ivory,H&M Mama,140.65,125.23,A,2023-11-03,2024-11-02,ASOS PT,1
200,3,H&M Mama Slim Jeans Blush,H&M Mama,30.97,29.45,C,2024-02-19,2025-02-18,Seraphine PT,1
201,3,Seraphine Legging Jeans Burgundy,Seraphine,122.36,113.71,A,2024-02-03,2025-02-02,Zara Online,1
202,3,ASOS Maternity Wide-Leg Trousers Camel,ASOS Maternity,96.21,90.42,B,2024-05-18,2025-05-18,El Corte Inglés ES,1
203,3,Mamalicious Tailored Trousers Burgundy,Mamalicious,226.9,168.26,A,2021-04-13,2022-04-13,Zara Online,1
204,3,ASOS Maternity Wide-Leg Trousers Black,ASOS Maternity,116.6,87.88,B,2021-06-27,2022-06-27,Seraphine PT,1
205,3,Mamalicious Under-Bump Jeans Burgundy,Mamalicious,94.67,86.24,A,2023-11-25,2024-11-24,Seraphine PT,1
206,3,ASOS Maternity Tailored Trousers Navy,ASOS Maternity,218.32,174.14,A,2022-08-27,2023-08-27,ASOS ES,1
207,3,Mamalicious Linen Trousers Navy,Mamalicious,90.97,72.52,A,2022-02-25,2023-02-25,Seraphine PT,1
208,3,H&M Mama Legging Jeans Slate Grey,H&M Mama,195.05,149.91,B,2021-09-16,2022-09-16,ASOS PT,1
209,3,Isabella Oliver Wide-Leg Trousers Stripe,Isabella Oliver,56.57,43.67,B,2022-02-05,2023-02-05,Seraphine PT,1
210,3,Seraphine Slim Jeans Ivory,Seraphine,128.68,119.62,A,2024-03-31,2025-03-31,Zara Online,1
211,3,Mamalicious Tailored Trousers Burgundy,Mamalicious,131.62,108.8,B,2022-08-29,2023-08-29,El Corte Inglés ES,1
212,3,Seraphine Straight-Leg Trousers Slate Grey,Seraphine,75.65,66.33,A,2023-04-14,2024-04-13,ASOS PT,1
213,3,ASOS Maternity Tailored Trousers Floral Print,ASOS Maternity,75.6,62.6,B,2023-03-13,2024-03-12,Seraphine PT,1
214,3,ASOS Maternity Tailored Trousers Blush,ASOS Maternity,176.82,158.56,A,2023-07-23,2024-07-22,ASOS ES,1
215,3,Isabella Oliver Slim Jeans Ivory,Isabella Oliver,50.28,40.76,B,2023-01-13,2024-01-13,ASOS ES,1
216,4,Seraphine Gym Set Floral Print,Seraphine,118.24,106.22,A,2024-02-27,2025-02-26,Zara Online,1
217,4,Baukjen Sports Bra Camel,Baukjen,109.85,99.84,B,2024-04-28,2025-04-28,Seraphine PT,1
