rental_id,product_id,customer_id,pricing_rule_id,rental_start_date,rental_end_date,expected_return_date,actual_return_date,rental_duration_days,base_rental_revenue,late_fee,insurance_fee,total_rental_revenue,operational_cost,net_rental_revenue,is_no_return,is_damaged_beyond_repair,is_late
14,5,424,3,2024-12-13,2025-01-10,2025-01-10,2025-01-10,28,149.44,0.0,2.09,151.53,26.04,125.49,0,0,0
15,6,969,4,2024-06-09,2024-06-30,2024-06-30,,21,131.29,0.0,2.1,133.39,20.07,113.32,1,1,0
16,6,200,13,2024-07-21,2024-10-13,2024-10-13,2024-10-13,84,62.09,0.0,0.99,63.08,7.5,55.58,0,0,0
17,6,1080,5,2024-10-19,2024-11-30,2024-11-30,2024-11-30,42,249.9,0.0,4.75,254.65,31.13,223.52,0,0,0
18,6,1350,3,2024-12-03,2024-12-31,2024-12-31,2024-12-31,28,154.52,0.0,2.16,156.68,24.36,132.32,0,0,0
19,8,1974,12,2023-12-27,2024-01-24,2024-01-24,2024-01-23,28,9.78,0.0,0.17,9.95,1.49,8.46,0,0,0
20,8,1454,5,2024-01-30,2024-04-29,2024-04-29,2024-04-29,90,535.5,0.0,10.17,545.67,73.97,471.7,0,0,0
21,8,63,14,2024-05-13,2024-06-24,2024-06-24,2024-06-24,42,15.39,0.0,0.46,15.85,2.74,13.11,0,0,0
22,10,841,13,2023-01-28,2023-03-11,2023-03-11,2023-03-11,42,37.11,0.0,0.59,37.7,5.31,32.39,0,0,0
23,10,24,14,2023-03-22,2023-05-03,2023-05-03,2023-05-02,42,33.08,0.0,0.99,34.07,5.52,28.55,0,0,0
24,10,1111,13,2023-05-10,2023-06-21,2023-06-21,2023-06-21,42,39.75,0.0,0.64,40.39,3.99,36.4,0,0,0
25,10,755,13,2023-06-29,2023-08-10,2023-08-10,2023-08-10,42,40.82,0.0,0.65,41.47,6.68,34.79,0,0,0
26,10,1040,5,2023-08-18,2023-09-29,2023-09-29,2023-09-29,42,249.9,0.0,4.75,254.65,37.35,217.3,0,0,0
27,12,410,3,2024-01-17,2024-02-07,2024-02-08,2024-02-08,21,107.52,6.99,1.51,116.02,11.0,105.02,0,0,1
28,12,1210,6,2024-02-15,2024-04-11,2024-04-11,2024-04-11,56,371.84,0.0,4.09,375.93,47.46,328.47,0,0,0
29,12,1450,12,2024-04-20,2024-05-18,2024-05-18,2024-05-18,28,19.97,0.0,0.34,20.31,3.53,16.78,0,0,0
30,12,310,14,2024-05-24,2024-07-19,2024-07-22,2024-07-22,56,44.54,20.43,1.34,66.31,5.73,60.58,0,0,1
31,12,1091,4,2024-07-29,2024-08-26,2024-08-26,2024-08-26,28,170.8,0.0,2.73,173.53,20.4,153.13,0,0,0
32,13,1604,14,2023-04-25,2023-07-18,2023-07-18,2023-07-18,84,51.87,0.0,1.56,53.43,9.1,44.33,0,0,0
33,13,46,12,2023-07-31,2023-08-28,2023-08-28,2023-08-28,28,16.45,0.0,0.28,16.73,2.29,14.44,0,0,0
34,13,1997,11,2023-09-06,2023-10-04,2023-10-04,2023-10-04,28,29.22,0.0,0.64,29.86,3.06,26.8,0,0,0
35,13,1204,11,2023-10-12,2023-11-09,2023-11-09,2023-11-09,28,27.83,0.0,0.61,28.44,4.19,24.25,0,0,0
36,14,1521,6,2024-09-06,2024-10-18,2024-10-18,2024-10-18,42,294.29,0.0,3.24,297.53,40.91,256.62,0,0,0
37,14,1654,14,2024-10-23,2025-01-15,2025-01-15,2025-01-15,84,122.0,0.0,3.66,125.66,14.5,111.16,0,0,0
38,16,1515,13,2024-04-19,2024-05-31,2024-05-31,2024-05-31,42,23.32,0.0,0.37,23.69,2.95,20.74,0,0,0
39,16,1623,14,2024-06-10,2024-07-22,2024-07-22,2024-07-22,42,21.9,0.0,0.66,22.56,2.71,19.85,0,0,0
40,16,307,3,2024-08-20,2024-09-17,2024-09-21,2024-09-21,28,143.36,27.96,2.01,173.33,25.51,147.82,0,0,1
41,16,1535,6,2024-09-28,2024-11-09,2024-11-09,2024-11-09,42,297.53,0.0,3.27,300.8,51.66,249.14,0,0,0
42,17,1701,13,2024-07-06,2024-09-28,2024-09-28,2024-09-28,84,81.24,0.0,1.3,82.54,11.89,70.65,0,0,0
43,17,1234,6,2024-10-08,2025-01-06,2025-01-06,2025-01-06,90,597.6,0.0,6.57,604.17,71.41,532.76,0,0,0
44,19,27,6,2023-04-20,2023-07-13,2023-07-13,2023-07-13,84,557.76,0.0,6.14,563.9,91.48,472.42,0,0,0
45,19,742,6,2023-07-18,2023-10-10,2023-10-10,2023-10-11,84,557.76,0.0,6.14,563.9,97.28,466.62,0,0,0
46,19,353,12,2023-10-21,2023-11-11,2023-11-12,2023-11-12,21,3.99,3.18,0.07,7.24,0.46,6.78,0,0,1
47,19,1462,11,2023-11-16,2023-12-14,2023-12-14,2023-12-14,28,9.31,0.0,0.2,9.51,1.31,8.2,0,0,0
48,19,1716,6,2023-12-22,2024-02-02,2024-02-02,2024-02-02,42,304.77,0.0,3.35,308.12,37.02,271.1,0,0,0
49,20,246,3,2024-04-05,2024-05-03,2024-05-03,2024-05-03,28,143.36,0.0,2.01,145.37,20.48,124.89,0,0,0
50,20,1124,11,2024-05-11,2024-06-01,2024-06-01,2024-06-01,21,20.07,0.0,0.44,20.51,3.36,17.15,0,0,0
51,20,1654,4,2024-06-11,2024-07-09,2024-07-09,2024-07-09,28,177.82,0.0,2.85,180.67,19.43,161.24,0,0,0
52,22,1176,13,2024-02-23,2024-04-05,2024-04-05,2024-04-05,42,37.44,0.0,0.6,38.04,6.08,31.96,0,0,0
53,22,1441,3,2024-04-14,2024-05-12,2024-05-12,2024-05-12,28,143.36,0.0,2.01,145.37,23.15,122.22,0,0,0
54,22,1922,6,2024-05-18,2024-08-10,2024-08-10,2024-08-10,84,576.41,0.0,6.34,582.75,70.18,512.57,0,0,0
55,22,1660,14,2024-08-21,2024-10-16,2024-10-16,2024-10-15,56,44.5,0.0,1.34,45.84,6.64,39.2,0,0,0
56,22,801,13,2024-10-18,2024-12-13,2024-12-13,2024-12-13,56,49.92,0.0,0.8,50.72,8.26,42.46,0,0,0
57,23,1044,14,2022-02-06,2022-03-20,2022-03-20,2022-03-20,42,21.92,0.0,0.66,22.58,3.75,18.83,0,0,0
58,23,233,5,2022-03-26,2022-05-07,2022-05-07,2022-05-08,42,249.9,0.0,4.75,254.65,39.01,215.64,0,0,0
59,23,1272,6,2022-05-14,2022-06-25,2022-06-25,2022-06-25,42,285.25,0.0,3.14,288.39,38.39,250.0,0,0,0
60,23,889,4,2022-07-01,2022-07-29,2022-07-29,2022-07-29,28,170.8,0.0,2.73,173.53,25.75,147.78,0,0,0
61,24,1357,5,2022-07-25,2022-09-05,2022-09-05,2022-09-05,42,249.9,0.0,4.75,254.65,43.27,211.38,0,0,0
62,24,546,5,2022-09-10,2022-10-22,2022-10-22,2022-10-22,42,271.7,0.0,5.16,276.86,46.92,229.94,0,0,0
63,24,1493,14,2022-10-30,2022-12-11,2022-12-11,2022-12-11,42,14.95,0.0,0.45,15.4,2.05,13.35,0,0,0
64,24,79,13,2022-12-22,2023-03-16,2023-03-16,2023-03-15,84,36.05,0.0,0.58,36.63,4.17,32.46,0,0,0
65,26,378,14,2024-03-31,2024-05-12,2024-05-12,2024-05-12,42,13.12,0.0,0.39,13.51,1.32,12.19,0,0,0
66,26,1763,12,2024-05-17,2024-06-14,2024-06-14,2024-06-14,28,8.94,0.0,0.15,9.09,1.43,7.66,0,0,0
67,26,1603,4,2024-06-24,2024-07-15,2024-07-15,2024-07-15,21,140.29,0.0,2.24,142.53,14.26,128.27,0,0,0
68,26,247,3,2024-07-22,2024-08-12,2024-08-12,2024-08-12,21,107.52,0.0,1.51,109.03,12.49,96.54,0,0,0
69,26,1770,6,2024-08-17,2024-10-12,2024-10-12,2024-10-12,56,371.84,0.0,4.09,375.93,45.65,330.28,0,0,0
70,27,1798,5,2024-10-23,2024-12-18,2024-12-18,2024-12-18,56,333.2,0.0,6.33,339.53,51.01,288.52,0,0,0
71,31,1412,5,2024-04-05,2024-05-17,2024-05-17,2024-05-18,42,249.9,0.0,4.75,254.65,25.73,228.92,0,0,0
72,31,1982,11,2024-05-29,2024-06-26,2024-06-26,2024-06-26,28,28.95,0.0,0.64,29.59,4.53,25.06,0,0,0
73,31,1738,12,2024-07-06,2024-08-03,2024-08-03,2024-08-05,28,15.9,0.0,0.27,16.17,1.98,14.19,0,0,0
74,31,1348,6,2024-08-11,2024-10-06,2024-10-06,2024-10-06,56,371.84,0.0,4.09,375.93,39.22,336.71,0,0,0
75,32,1813,14,2022-11-06,2023-02-04,2023-02-04,2023-02-04,90,57.0,0.0,1.71,58.71,5.75,52.96,0,0,0
76,32,1738,5,2023-02-11,2023-03-25,2023-03-25,2023-03-25,42,249.9,0.0,4.75,254.65,44.2,210.45,0,0,0
77,32,1976,3,2023-04-05,2023-04-26,2023-04-26,2023-04-26,21,107.52,0.0,1.51,109.03,10.98,98.05,0,0,0
78,32,62,12,2023-05-01,2023-05-29,2023-05-29,2023-05-29,28,17.65,0.0,0.3,17.95,2.84,15.11,0,0,0
79,32,1645,13,2023-06-01,2023-07-27,2023-07-27,2023-07-27,56,40.27,0.0,0.64,40.91,4.15,36.76,0,0,0
80,32,497,14,2023-08-07,2023-10-02,2023-10-02,2023-10-02,56,33.89,0.0,1.02,34.91,3.61,31.3,0,0,0
81,35,168,13,2024-05-01,2024-06-12,2024-06-12,2024-06-12,42,25.33,0.0,0.41,25.74,2.67,23.07,0,0,0
82,35,1614,13,2024-06-22,2024-09-20,2024-09-20,2024-09-20,90,50.79,0.0,0.81,51.6,5.14,46.46,0,0,0
83,35,1618,6,2024-09-27,2024-11-22,2024-11-25,2024-11-25,56,392.21,15.27,4.31,411.79,66.04,345.75,0,0,1
84,35,1783,13,2024-12-16,2025-02-10,2025-02-10,,56,33.35,0.0,0.53,33.88,5.39,28.49,1,0,0
85,36,1795,12,2024-04-04,2024-05-02,2024-05-02,2024-05-02,28,6.78,0.0,0.12,6.9,0.76,6.14,0,0,0
86,36,141,14,2024-05-06,2024-06-17,2024-06-17,2024-06-17,42,11.58,0.0,0.35,11.93,1.54,10.39,0,0,0
87,36,940,12,2024-06-23,2024-07-21,2024-07-21,2024-07-21,28,7.12,0.0,0.12,7.24,0.82,6.42,0,0,0
88,37,1417,13,2024-11-20,2025-01-01,2025-01-01,2024-12-31,42,11.91,0.0,0.19,12.1,1.94,10.16,0,0,0
89,40,1614,6,2021-06-22,2021-08-03,2021-08-03,2021-08-03,42,284.48,0.0,3.13,287.61,30.7,256.91,0,0,0
90,40,1359,14,2021-08-08,2021-10-03,2021-10-03,2021-10-04,56,13.13,0.0,0.39,13.52,1.85,11.67,0,0,0
91,40,477,14,2021-10-07,2021-11-18,2021-11-18,2021-11-18,42,9.84,0.0,0.3,10.14,0.99,9.15,0,0,0
92,40,595,14,2021-12-13,2022-01-24,2022-01-24,2022-01-24,42,10.23,0.0,0.31,10.54,1.36,9.18,0,0,0
93,41,401,6,2024-02-06,2024-03-19,2024-03-19,2024-03-19,42,278.88,0.0,3.07,281.95,45.57,236.38,0,0,0
94,41,605,5,2024-03-30,2024-05-11,2024-05-11,2024-05-11,42,249.9,0.0,4.75,254.65,28.75,225.9,0,0,0
95,41,31,6,2024-05-14,2024-06-25,2024-06-25,2024-06-25,42,297.71,0.0,3.27,300.98,52.2,248.78,0,0,0
96,41,1308,6,2024-07-01,2024-08-26,2024-08-26,2024-08-26,56,371.84,0.0,4.09,375.93,42.99,332.94,0,0,0
97,42,1687,5,2022-03-06,2022-05-01,2022-05-04,2022-05-04,56,333.2,11.25,6.33,350.78,42.85,307.93,0,0,1
98,42,1670,3,2022-05-11,2022-06-08,2022-06-08,2022-06-08,28,153.7,0.0,2.15,155.85,19.81,136.04,0,0,0
99,42,540,4,2022-06-12,2022-07-10,2022-07-10,2022-07-12,28,184.12,0.0,2.95,187.07,28.53,158.54,0,0,0
100,42,1797,13,2022-07-15,2022-09-09,2022-09-09,2022-09-08,56,34.94,0.0,0.56,35.5,5.28,30.22,0,0,0
101,44,1209,14,2023-06-19,2023-07-31,2023-08-02,2023-08-02,42,20.3,13.62,0.61,34.53,3.31,31.22,0,0,1
102,44,651,5,2023-08-12,2023-09-23,2023-09-23,2023-09-23,42,249.9,0.0,4.75,254.65,41.53,213.12,0,0,0
103,44,1720,5,2023-09-29,2023-11-24,2023-11-24,2023-11-24,56,350.74,0.0,6.66,357.4,43.53,313.87,0,0,0
104,45,1546,5,2022-12-21,2023-02-01,2023-02-01,2023-02-01,42,272.91,0.0,5.19,278.1,32.75,245.35,0,0,0
105,45,1491,13,2023-02-05,2023-03-19,2023-03-19,2023-03-19,42,17.51,0.0,0.28,17.79,2.93,14.86,0,0,0
106,45,199,14,2023-03-28,2023-05-23,2023-05-23,2023-05-23,56,20.81,0.0,0.62,21.43,2.2,19.23,0,0,0
107,45,646,6,2023-05-26,2023-07-21,2023-07-21,2023-07-21,56,404.44,0.0,4.45,408.89,48.29,360.6,0,0,0
108,45,572,6,2023-07-24,2023-10-16,2023-10-16,2023-10-17,84,557.76,0.0,6.14,563.9,68.7,495.2,0,0,0
109,45,575,12,2023-10-20,2023-11-17,2023-11-17,2023-11-16,28,9.9,0.0,0.17,10.07,1.59,8.48,0,0,0
110,46,89,14,2024-12-27,2025-02-21,2025-02-21,2025-02-21,56,34.2,0.0,1.03,35.23,3.43,31.8,0,0,0
111,47,404,3,2023-01-29,2023-02-19,2023-02-19,2023-02-19,21,107.52,0.0,1.51,109.03,13.84,95.19,0,0,0
112,47,1198,4,2023-02-26,2023-03-26,2023-03-26,2023-03-26,28,170.8,0.0,2.73,173.53,17.25,156.28,0,0,0
113,47,416,14,2023-04-05,2023-06-28,2023-06-28,2023-06-28,84,12.63,0.0,0.38,13.01,2.06,10.95,0,0,0
114,47,1574,5,2023-07-04,2023-08-15,2023-08-16,2023-08-16,42,249.9,3.75,4.75,258.4,30.3,228.1,0,0,1
115,47,19,5,2023-08-26,2023-10-07,2023-10-07,2023-10-07,42,249.9,0.0,4.75,254.65,39.42,215.23,0,0,0
116,47,455,6,2023-10-10,2023-11-21,2023-11-21,,42,278.88,0.0,3.07,281.95,33.47,248.48,1,0,0
117,48,1895,4,2024-04-24,2024-05-22,2024-05-22,2024-05-22,28,170.8,0.0,2.73,173.53,30.35,143.18,0,0,0
118,48,652,14,2024-05-27,2024-07-08,2024-07-08,2024-07-07,42,43.52,0.0,1.31,44.83,5.46,39.37,0,0,0
119,48,866,6,2024-07-13,2024-10-05,2024-10-05,2024-10-05,84,557.76,0.0,6.14,563.9,97.69,466.21,0,0,0
120,49,754,14,2022-05-02,2022-06-27,2022-06-27,2022-06-27,56,59.52,0.0,1.79,61.31,8.03,53.28,0,0,0
121,49,1142,14,2022-07-08,2022-09-02,2022-09-05,2022-09-05,56,54.12,20.43,1.62,76.17,6.09,70.08,0,0,1
122,49,1497,6,2022-09-14,2022-11-09,2022-11-09,2022-11-09,56,382.38,0.0,4.21,386.59,42.93,343.66,0,0,0
123,49,629,4,2022-11-12,2022-12-10,2022-12-10,2022-12-10,28,182.97,0.0,2.93,185.9,27.81,158.09,0,0,0
124,49,973,3,2022-12-21,2023-01-11,2023-01-11,2023-01-12,21,111.17,0.0,1.56,112.73,17.84,94.89,0,0,0
125,51,1474,12,2021-06-04,2021-07-02,2021-07-02,2021-07-02,28,10.27,0.0,0.17,10.44,1.29,9.15,0,0,0
126,51,264,3,2021-07-12,2021-08-02,2021-08-02,2021-08-02,21,107.52,0.0,1.51,109.03,11.9,97.13,0,0,0
127,51,55,13,2021-08-11,2021-10-06,2021-10-06,2021-10-06,56,23.42,0.0,0.37,23.79,2.48,21.31,0,0,0
128,51,1553,5,2021-10-21,2021-12-02,2021-12-02,2021-12-02,42,249.9,0.0,4.75,254.65,37.0,217.65,0,0,0
129,51,1689,5,2021-12-09,2022-01-20,2022-01-20,2022-01-22,42,256.77,0.0,4.88,261.65,45.58,216.07,0,0,0
130,52,297,12,2024-09-30,2024-10-28,2024-10-28,2024-10-28,28,22.07,0.0,0.38,22.45,3.78,18.67,0,0,0
131,52,1981,13,2024-11-24,2025-01-05,2025-01-05,2025-01-05,42,39.57,0.0,0.63,40.2,6.98,33.22,0,0,0
132,53,1650,3,2024-05-22,2024-06-19,2024-06-19,2024-06-19,28,147.04,0.0,2.06,149.1,22.25,126.85,0,0,0
133,53,1680,12,2024-06-25,2024-07-23,2024-07-23,2024-07-22,28,17.67,0.0,0.3,17.97,2.91,15.06,0,0,0
134,53,1315,6,2024-08-03,2024-09-14,2024-09-18,2024-09-18,42,278.88,20.36,3.07,302.31,35.17,267.14,0,0,1
135,53,1985,14,2024-09-29,2024-12-22,2024-12-22,2024-12-22,84,58.81,0.0,1.76,60.57,7.17,53.4,0,0,0
136,53,388,6,2024-12-29,2025-02-23,2025-02-23,2025-02-23,56,401.25,0.0,4.41,405.66,54.79,350.87,0,0,0
137,54,1995,6,2023-05-28,2023-08-26,2023-08-26,2023-08-26,90,612.99,0.0,6.74,619.73,100.77,518.96,0,0,0
138,54,1071,3,2023-09-06,2023-10-04,2023-10-04,2023-10-04,28,153.07,0.0,2.14,155.21,24.34,130.87,0,0,0
139,54,1372,13,2023-10-07,2023-12-02,2023-12-02,,56,16.45,0.0,0.26,16.71,2.89,13.82,1,0,0
140,54,1927,5,2023-12-07,2024-02-01,2024-02-01,2024-02-01,56,343.46,0.0,6.53,349.99,35.11,314.88,0,0,0
141,55,1127,6,2023-04-25,2023-07-18,2023-07-18,2023-07-17,84,557.76,0.0,6.14,563.9,59.32,504.58,0,0,0
142,55,1810,3,2023-07-28,2023-08-25,2023-08-25,2023-08-25,28,143.36,0.0,2.01,145.37,22.73,122.64,0,0,0
143,55,1668,5,2023-09-11,2023-10-23,2023-10-23,2023-10-23,42,270.41,0.0,5.14,275.55,48.12,227.43,0,0,0
144,55,1065,3,2023-10-30,2023-11-27,2023-11-27,2023-11-27,28,143.36,0.0,2.01,145.37,22.51,122.86,0,0,0
145,55,252,13,2023-12-04,2024-02-26,2024-02-27,2024-02-27,84,15.24,6.97,0.24,22.45,2.64,19.81,0,0,1
146,56,1939,14,2024-02-28,2024-05-22,2024-05-26,2024-05-26,84,24.44,27.24,0.73,52.41,2.53,49.88,0,0,1
147,56,651,5,2024-05-31,2024-07-12,2024-07-12,2024-07-12,42,273.17,0.0,5.19,278.36,48.44,229.92,0,0,0
148,56,944,13,2024-07-23,2024-10-15,2024-10-15,2024-10-16,84,27.42,0.0,0.44,27.86,2.92,24.94,0,0,0
149,56,1648,14,2024-10-21,2024-12-02,2024-12-02,2024-12-02,42,12.22,0.0,0.37,12.59,1.9,10.69,0,0,0
150,57,1513,3,2024-12-05,2025-01-02,2025-01-02,2025-01-02,28,155.0,0.0,2.17,157.17,24.05,133.12,0,0,0
151,58,1836,14,2024-08-04,2024-09-15,2024-09-15,2024-09-15,42,42.97,0.0,1.29,44.26,5.55,38.71,0,0,0
152,58,217,4,2024-09-22,2024-10-20,2024-10-24,2024-10-24,28,182.37,20.6,2.92,205.89,30.34,175.55,0,0,1
153,58,1350,14,2024-11-03,2024-12-15,2024-12-15,2024-12-15,42,45.46,0.0,1.36,46.82,5.21,41.61,0,0,0
154,58,207,5,2024-12-25,2025-02-05,2025-02-05,2025-02-05,42,273.28,0.0,5.19,278.47,39.99,238.48,0,0,0
155,59,114,5,2024-11-09,2024-12-21,2024-12-21,2024-12-21,42,255.75,0.0,4.86,260.61,37.81,222.8,0,0,0
156,59,1724,6,2024-12-24,2025-02-04,2025-02-04,2025-02-04,42,298.41,0.0,3.28,301.69,53.05,248.64,0,0,0
157,60,622,6,2024-08-23,2024-10-04,2024-10-04,2024-10-04,42,278.88,0.0,3.07,281.95,50.06,231.89,0,0,0
158,60,1508,6,2024-10-09,2024-11-20,2024-11-20,2024-11-20,42,278.88,0.0,3.07,281.95,35.79,246.16,0,0,0
159,60,1273,14,2024-11-30,2025-01-11,2025-01-11,2025-01-11,42,16.23,0.0,0.49,16.72,2.15,14.57,0,0,0
160,61,335,13,2023-07-02,2023-09-24,2023-09-24,2023-09-24,84,85.3,0.0,1.36,86.66,10.02,76.64,0,0,0
161,61,392,5,2023-10-01,2023-12-24,2023-12-24,2023-12-24,84,499.8,0.0,9.5,509.3,77.44,431.86,0,0,0
162,61,1768,11,2023-12-29,2024-01-26,2024-01-26,2024-01-26,28,42.98,0.0,0.95,43.93,4.65,39.28,0,0,0
163,63,1291,5,2024-12-05,2025-01-30,2025-01-30,2025-01-30,56,351.31,0.0,6.67,357.98,40.54,317.44,0,0,0
164,64,362,12,2024-06-13,2024-07-11,2024-07-11,2024-07-11,28,20.13,0.0,0.34,20.47,2.86,17.61,0,0,0
165,64,1454,4,2024-07-20,2024-08-10,2024-08-10,2024-08-10,21,128.1,0.0,2.05,130.15,21.87,108.28,0,0,0
166,64,1162,4,2024-09-01,2024-09-29,2024-09-29,2024-10-01,28,177.82,0.0,2.85,180.67,22.75,157.92,0,0,0
167,65,1191,5,2024-07-18,2024-08-29,2024-08-29,2024-08-29,42,249.9,0.0,4.75,254.65,44.96,209.69,0,0,0
168,65,1058,11,2024-09-01,2024-09-29,2024-09-29,2024-09-29,28,17.49,0.0,0.38,17.87,2.27,15.6,0,0,0
169,65,1316,5,2024-10-02,2024-11-13,2024-11-13,2024-11-13,42,249.9,0.0,4.75,254.65,38.64,216.01,0,0,0
170,65,147,14,2024-11-17,2024-12-29,2024-12-29,2024-12-29,42,17.29,0.0,0.52,17.81,2.97,14.84,0,0,0
171,70,1256,5,2024-07-19,2024-10-17,2024-10-17,2024-10-17,90,535.5,0.0,10.17,545.67,95.16,450.51,0,0,0
172,70,1661,12,2024-10-24,2024-11-21,2024-11-25,2024-11-25,28,11.84,12.72,0.2,24.76,1.62,23.14,0,0,1
173,70,192,13,2024-11-30,2025-01-11,2025-01-11,2025-01-11,42,21.43,0.0,0.34,21.77,2.85,18.92,0,0,0
174,72,1377,14,2023-10-04,2023-11-29,2023-11-29,2023-11-29,56,40.02,0.0,1.2,41.22,5.38,35.84,0,0,0
175,72,1794,14,2023-12-09,2024-01-20,2024-01-20,2024-01-20,42,31.13,0.0,0.93,32.06,3.67,28.39,0,0,0
176,72,901,5,2024-01-28,2024-03-24,2024-03-24,2024-03-24,56,333.2,0.0,6.33,339.53,57.55,281.98,0,0,0
177,72,879,6,2024-03-27,2024-06-19,2024-06-19,2024-06-19,84,557.76,0.0,6.14,563.9,98.73,465.17,0,0,0
178,72,1270,6,2024-06-27,2024-08-08,2024-08-08,2024-08-08,42,297.18,0.0,3.27,300.45,37.64,262.81,0,0,0
179,73,667,6,2024-10-23,2024-12-18,2024-12-18,2024-12-18,56,371.84,0.0,4.09,375.93,48.86,327.07,0,0,0
180,73,691,14,2024-12-22,2025-03-22,2025-03-22,2025-03-22,90,66.66,0.0,2.0,68.66,8.04,60.62,0,0,0
181,74,588,12,2024-04-05,2024-04-26,2024-04-26,2024-04-26,21,8.2,0.0,0.14,8.34,1.0,7.34,0,0,0
182,74,470,12,2024-05-07,2024-05-28,2024-06-01,2024-06-01,21,8.89,12.72,0.15,21.76,1.18,20.58,0,0,1
183,74,10,14,2024-06-04,2024-07-16,2024-07-16,2024-07-16,42,18.45,0.0,0.55,19.0,2.23,16.77,0,0,0
184,75,834,5,2024-07-06,2024-08-31,2024-09-04,2024-09-05,56,333.2,15.0,6.33,354.53,50.72,303.81,0,0,1
185,75,1001,6,2024-09-16,2024-10-28,2024-10-28,,42,292.81,0.0,3.22,296.03,42.22,253.81,1,0,0
186,75,1095,6,2024-11-02,2025-01-31,2025-01-31,2025-01-31,90,626.32,0.0,6.89,633.21,103.78,529.43,0,0,0
187,76,456,5,2024-02-09,2024-05-03,2024-05-04,2024-05-04,84,499.8,3.75,9.5,513.05,60.92,452.13,0,0,1
188,76,1365,4,2024-05-15,2024-06-12,2024-06-12,2024-06-12,28,187.83,0.0,3.01,190.84,23.71,167.13,0,0,0
189,76,320,14,2024-06-16,2024-07-28,2024-07-28,2024-07-28,42,42.75,0.0,1.28,44.03,6.94,37.09,0,0,0
190,78,254,13,2024-07-29,2024-10-21,2024-10-21,2024-10-21,84,19.32,0.0,0.31,19.63,3.42,16.21,0,0,0
191,78,872,5,2024-11-08,2025-01-31,2025-02-02,2025-02-03,84,526.96,7.5,10.01,544.47,80.75,463.72,0,0,1
192,79,978,5,2024-03-06,2024-05-01,2024-05-01,2024-05-01,56,333.2,0.0,6.33,339.53,33.84,305.69,0,0,0
193,79,1903,5,2024-05-08,2024-06-19,2024-06-19,2024-06-19,42,260.94,0.0,4.96,265.9,29.52,236.38,0,0,0
194,79,212,4,2024-06-25,2024-07-23,2024-07-23,2024-07-23,28,176.86,0.0,2.83,179.69,18.9,160.79,0,0,0
195,79,1625,4,2024-07-29,2024-08-26,2024-08-26,2024-08-26,28,170.8,0.0,2.73,173.53,30.22,143.31,0,0,0
196,80,73,5,2024-03-14,2024-06-06,2024-06-06,2024-06-06,84,499.8,0.0,9.5,509.3,66.09,443.21,0,0,0
197,80,511,6,2024-06-17,2024-08-12,2024-08-15,2024-08-15,56,390.21,15.27,4.29,409.77,40.96,368.81,0,0,1
198,80,548,5,2024-08-21,2024-10-16,2024-10-18,2024-10-18,56,333.2,7.5,6.33,347.03,48.87,298.16,0,0,1
199,80,391,11,2024-11-02,2024-11-30,2024-11-30,2024-11-30,28,16.08,0.0,0.35,16.43,1.98,14.45,0,0,0
200,81,761,13,2024-02-06,2024-04-02,2024-04-02,2024-04-03,56,51.57,0.0,0.83,52.4,5.34,47.06,0,0,0
