event_id,product_id,event_type,event_date,notes
165,67,rental_start,2022-09-25,rental_id=165
166,68,rental_start,2024-11-04,rental_id=166
167,68,rental_start,2024-11-25,rental_id=167
168,69,rental_start,2023-08-13,rental_id=168
169,69,rental_start,2023-09-28,rental_id=169
170,69,rental_start,2023-10-24,rental_id=170
171,69,rental_start,2023-11-18,rental_id=171
172,69,rental_start,2023-12-12,rental_id=172
173,69,rental_start,2024-01-07,rental_id=173
174,70,rental_start,2024-12-10,rental_id=174
175,71,rental_start,2024-08-22,rental_id=175
176,71,rental_start,2024-09-23,rental_id=176
177,71,rental_start,2024-10-18,rental_id=177
178,71,rental_start,2024-11-03,rental_id=178
179,72,rental_start,2024-03-20,rental_id=179
180,72,rental_start,2024-05-01,rental_id=180
181,72,rental_start,2024-05-14,rental_id=181
182,72,rental_start,2024-06-02,rental_id=182
183,72,rental_start,2024-07-03,rental_id=183
184,73,rental_start,2024-11-25,rental_id=184
185,73,rental_start,2024-12-21,rental_id=185
186,74,rental_start,2022-05-27,rental_id=186
187,74,rental_start,2022-07-19,rental_id=187
188,74,rental_start,2022-08-01,rental_id=188
189,74,rental_start,2022-08-20,rental_id=189
190,74,rental_start,2022-09-15,rental_id=190
191,74,rental_start,2022-10-21,rental_id=191
192,75,rental_start,2021-11-16,rental_id=192
193,75,rental_start,2021-12-19,rental_id=193
194,75,rental_start,2022-01-09,rental_id=194
195,75,rental_start,2022-02-10,rental_id=195
196,75,rental_start,2022-03-29,rental_id=196
197,75,rental_start,2022-05-03,rental_id=197
198,76,rental_start,2023-03-26,rental_id=198
199,76,rental_start,2023-04-07,rental_id=199
200,76,rental_start,2023-05-02,rental_id=200
201,76,rental_start,2023-05-23,rental_id=201
202,76,rental_start,2023-06-20,rental_id=202
203,77,rental_start,2023-07-09,rental_id=203
204,77,rental_start,2023-08-06,rental_id=204
205,77,rental_start,2023-08-27,rental_id=205
206,77,rental_start,2023-10-12,rental_id=206
207,77,rental_start,2023-11-09,rental_id=207
208,78,rental_start,2024-12-24,rental_id=208
209,79,rental_start,2024-05-04,rental_id=209
210,79,rental_start,2024-06-30,rental_id=210
211,80,rental_start,2024-10-24,rental_id=211
212,80,rental_start,2024-11-13,rental_id=212
213,80,rental_start,2024-12-07,rental_id=213
214,81,rental_start,2024-12-06,rental_id=214
215,82,rental_start,2024-04-23,rental_id=215
216,82,rental_start,2024-05-28,rental_id=216
217,82,rental_start,2024-06-29,rental_id=217
218,82,rental_start,2024-07-11,rental_id=218
219,83,rental_start,2024-01-04,rental_id=219
220,84,rental_start,2024-07-30,rental_id=220
221,84,rental_start,2024-08-15,rental_id=221
222,84,rental_start,2024-09-19,rental_id=222
223,84,rental_start,2024-11-01,rental_id=223
224,85,rental_start,2023-03-05,rental_id=224
225,86,rental_start,2024-05-27,rental_id=225
226,86,rental_start,2024-06-24,rental_id=226
227,86,rental_start,2024-07-16,rental_id=227
228,86,rental_start,2024-08-04,rental_id=228
229,86,rental_start,2024-09-16,rental_id=229
230,88,rental_start,2024-11-23,rental_id=230
231,91,rental_start,2024-02-21,rental_id=231
232,91,rental_start,2024-03-18,rental_id=232
233,91,rental_start,2024-04-20,rental_id=233
234,91,rental_start,2024-06-09,rental_id=234
235,91,rental_start,2024-07-14,rental_id=235
236,91,rental_start,2024-08-18,rental_id=236
237,92,rental_start,2024-06-13,rental_id=237
238,92,rental_start,2024-07-06,rental_id=238
239,92,rental_start,2024-08-26,rental_id=239
240,92,rental_start,2024-09-07,rental_id=240
241,92,rental_start,2024-10-16,rental_id=241
242,93,rental_start,2023-05-02,rental_id=242
243,93,rental_start,2023-06-06,rental_id=243
244,93,rental_start,2023-08-12,rental_id=244
245,93,rental_start,2023-09-08,rental_id=245
246,93,rental_start,2023-10-29,rental_id=246
247,94,rental_start,2023-01-22,rental_id=247
248,94,rental_start,2023-04-01,rental_id=248
249,94,rental_start,2023-05-17,rental_id=249
250,94,rental_start,2023-06-22,rental_id=250
251,95,rental_start,2024-02-02,rental_id=251
252,95,rental_start,2024-02-19,rental_id=252
253,95,rental_start,2024-03-09,rental_id=253
254,95,rental_start,2024-03-21,rental_id=254
255,95,rental_start,2024-04-28,rental_id=255
256,95,rental_start,2024-05-25,rental_id=256
257,96,rental_start,2024-10-03,rental_id=257
258,96,rental_start,2024-11-01,rental_id=258
259,96,rental_start,2024-12-04,rental_id=259
260,97,rental_start,2024-05-27,rental_id=260
261,97,rental_start,2024-06-17,rental_id=261
262,97,rental_start,2024-07-16,rental_id=262
263,97,rental_start,2024-08-18,rental_id=263
264,97,rental_start,2024-09-07,rental_id=264
265,97,rental_start,2024-09-29,rental_id=265
266,97,rental_start,2024-11-01,rental_id=266
267,98,rental_start,2023-11-12,rental_id=267
268,98,rental_start,2023-11-26,rental_id=268
269,98,rental_start,2023-12-23,rental_id=269
270,98,rental_start,2024-02-28,rental_id=270
271,99,rental_start,2023-07-30,rental_id=271
272,99,rental_start,2023-09-08,rental_id=272
273,99,rental_start,2023-10-12,rental_id=273
274,99,rental_start,2023-11-20,rental_id=274
275,99,rental_start,2023-12-24,rental_id=275
276,99,rental_start,2024-01-26,rental_id=276
277,101,rental_start,2020-12-18,rental_id=277
278,101,rental_start,2021-01-03,rental_id=278
279,101,rental_start,2021-02-15,rental_id=279
280,101,rental_start,2021-05-10,rental_id=280
281,101,rental_start,2021-06-04,rental_id=281
282,102,rental_start,2024-07-06,rental_id=282
283,102,rental_start,2024-07-25,rental_id=283
284,102,rental_start,2024-08-23,rental_id=284
285,102,rental_start,2024-09-11,rental_id=285
286,102,rental_start,2024-10-08,rental_id=286
287,102,rental_start,2024-11-01,rental_id=287
288,103,rental_start,2023-11-02,rental_id=288
289,103,rental_start,2023-11-17,rental_id=289
290,103,rental_start,2023-12-07,rental_id=290
291,103,rental_start,2024-01-04,rental_id=291
292,103,rental_start,2024-01-25,rental_id=292
293,103,rental_start,2024-02-18,rental_id=293
294,104,rental_start,2021-03-23,rental_id=294
295,104,rental_start,2021-05-11,rental_id=295
296,105,rental_start,2023-10-25,rental_id=296
297,105,rental_start,2023-11-13,rental_id=297
298,105,rental_start,2023-12-01,rental_id=298
299,105,rental_start,2024-01-23,rental_id=299
300,105,rental_start,2024-03-05,rental_id=300
301,106,rental_start,2024-09-06,rental_id=301
302,106,rental_start,2024-09-25,rental_id=302
303,106,rental_start,2024-10-29,rental_id=303
304,106,rental_start,2024-11-20,rental_id=304
305,107,rental_start,2023-06-22,rental_id=305
306,107,rental_start,2023-07-20,rental_id=306
307,107,rental_start,2023-08-04,rental_id=307
308,107,rental_start,2023-08-23,rental_id=308
309,107,rental_start,2023-10-04,rental_id=309
310,108,rental_start,2024-12-13,rental_id=310
311,110,rental_start,2022-05-12,rental_id=311
312,110,rental_start,2022-06-26,rental_id=312
313,110,rental_start,2022-07-15,rental_id=313
314,110,rental_start,2022-07-30,rental_id=314
315,112,rental_start,2022-03-04,rental_id=315
316,112,rental_start,2022-03-30,rental_id=316
317,112,rental_start,2022-05-03,rental_id=317
318,112,rental_start,2022-05-29,rental_id=318
319,112,rental_start,2022-06-19,rental_id=319
320,112,rental_start,2022-07-15,rental_id=320
321,112,rental_start,2022-08-30,rental_id=321
322,113,rental_start,2022-11-17,rental_id=322
323,113,rental_start,2022-12-12,rental_id=323
324,113,rental_start,2023-01-07,rental_id=324
325,113,rental_start,2023-01-19,rental_id=325
326,113,rental_start,2023-03-06,rental_id=326
327,113,rental_start,2023-03-26,rental_id=327
328,113,rental_start,2023-04-27,rental_id=328
329,114,rental_start,2024-09-06,rental_id=329
330,114,rental_start,2024-10-02,rental_id=330
331,115,rental_start,2024-05-27,rental_id=331
332,115,rental_start,2024-06-16,rental_id=332
333,115,rental_start,2024-08-02,rental_id=333
334,117,rental_start,2023-01-04,rental_id=334
335,117,rental_start,2023-02-09,rental_id=335
336,117,rental_start,2023-03-18,rental_id=336
337,117,rental_start,2023-04-03,rental_id=337
338,117,rental_start,2023-05-03,rental_id=338
339,118,rental_start,2023-06-22,rental_id=339
340,118,rental_start,2023-08-03,rental_id=340
341,118,rental_start,2023-09-28,rental_id=341
342,118,rental_start,2023-10-22,rental_id=342
343,118,rental_start,2023-12-02,rental_id=343
344,119,rental_start,2021-11-04,rental_id=344
345,119,rental_start,2021-11-29,rental_id=345
346,119,rental_start,2021-12-13,rental_id=346
347,119,rental_start,2022-01-06,rental_id=347
348,120,rental_start,2024-06-28,rental_id=348
349,120,rental_start,2024-08-03,rental_id=349
350,121,rental_start,2024-12-19,rental_id=350
351,123,rental_start,2022-04-29,rental_id=351
352,123,rental_start,2022-05-18,rental_id=352
353,123,rental_start,2022-06-30,rental_id=353
354,123,rental_start,2022-07-19,rental_id=354
355,123,rental_start,2022-08-14,rental_id=355
356,123,rental_start,2022-09-07,rental_id=356
357,123,rental_start,2022-10-12,rental_id=357
358,124,rental_start,2024-05-03,rental_id=358
359,124,rental_start,2024-05-23,rental_id=359
360,124,rental_start,2024-07-17,rental_id=360
361,124,rental_start,2024-07-29,rental_id=361
362,124,rental_start,2024-08-19,rental_id=362
363,125,rental_start,2023-12-03,rental_id=363
364,125,rental_start,2023-12-31,rental_id=364
365,125,rental_start,2024-02-13,rental_id=365
366,125,rental_start,2024-04-24,rental_id=366
367,126,rental_start,2023-07-05,rental_id=367
368,126,rental_start,2023-08-23,rental_id=368
369,126,rental_start,2023-10-02,rental_id=369
370,126,rental_start,2023-11-12,rental_id=370
371,127,rental_start,2023-10-25,rental_id=371
372,127,rental_start,2023-11-12,rental_id=372
373,127,rental_start,2023-11-30,rental_id=373
374,127,rental_start,2024-01-19,rental_id=374
375,127,rental_start,2024-02-09,rental_id=375
376,129,rental_start,2024-05-08,rental_id=376
377,129,rental_start,2024-06-23,rental_id=377
378,129,rental_start,2024-07-13,rental_id=378
379,129,rental_start,2024-08-07,rental_id=379
380,129,rental_start,2024-08-28,rental_id=380
381,129,rental_start,2024-09-19,rental_id=381
382,132,rental_start,2024-07-28,rental_id=382
383,132,rental_start,2024-09-11,rental_id=383
384,132,rental_start,2024-10-07,rental_id=384
385,132,rental_start,2024-10-21,rental_id=385
386,132,rental_start,2024-12-04,rental_id=386
387,133,rental_start,2023-06-17,rental_id=387
388,133,rental_start,2023-07-07,rental_id=388
389,133,rental_start,2023-08-13,rental_id=389
390,133,rental_start,2023-09-25,rental_id=390
391,133,rental_start,2023-10-31,rental_id=391
392,133,rental_start,2023-11-24,rental_id=392
393,136,rental_start,2022-10-09,rental_id=393
394,136,rental_start,2022-11-15,rental_id=394
395,136,rental_start,2022-11-27,rental_id=395
396,136,rental_start,2022-12-30,rental_id=396
397,136,rental_start,2023-03-07,rental_id=397
398,137,rental_start,2020-12-07,rental_id=398
399,137,rental_start,2020-12-28,rental_id=399
400,137,rental_start,2021-01-27,rental_id=400
401,137,rental_start,2021-02-17,rental_id=401
402,137,rental_start,2021-03-04,rental_id=402
403,137,rental_start,2021-04-29,rental_id=403
404,138,rental_start,2024-06-28,rental_id=404
405,138,rental_start,2024-08-07,rental_id=405
406,138,rental_start,2024-08-30,rental_id=406
407,138,rental_start,2024-10-22,rental_id=407
408,141,rental_start,2024-10-16,rental_id=408
409,141,rental_start,2024-10-28,rental_id=409
410,141,rental_start,2024-11-10,rental_id=410
411,143,rental_start,2024-02-11,rental_id=411
412,143,rental_start,2024-03-01,rental_id=412
413,143,rental_start,2024-04-11,rental_id=413
414,144,rental_start,2023-09-11,rental_id=414
415,144,rental_start,2023-10-07,rental_id=415
416,144,rental_start,2023-11-19,rental_id=416
417,144,rental_start,2023-12-17,rental_id=417
418,145,rental_start,2024-08-03,rental_id=418
419,145,rental_start,2024-08-27,rental_id=419
420,145,rental_start,2024-10-06,rental_id=420
421,145,rental_start,2024-10-26,rental_id=421
422,146,rental_start,2023-11-07,rental_id=422
423,146,rental_start,2023-12-04,rental_id=423
424,146,rental_start,2024-03-05,rental_id=424
425,146,rental_start,2024-04-15,rental_id=425
426,146,rental_start,2024-06-02,rental_id=426
427,147,rental_start,2021-04-08,rental_id=427
428,147,rental_start,2021-05-20,rental_id=428
429,147,rental_start,2021-06-25,rental_id=429
430,147,rental_start,2021-07-19,rental_id=430
431,148,rental_start,2024-07-09,rental_id=431
432,148,rental_start,2024-07-29,rental_id=432
433,148,rental_start,2024-08-26,rental_id=433
434,148,rental_start,2024-09-17,rental_id=434
435,148,rental_start,2024-10-13,rental_id=435
436,149,rental_start,2024-11-19,rental_id=436
437,149,rental_start,2024-12-25,rental_id=437
438,150,rental_start,2022-11-24,rental_id=438
439,150,rental_start,2022-12-11,rental_id=439
440,150,rental_start,2023-01-15,rental_id=440
441,150,rental_start,2023-02-25,rental_id=441
442,150,rental_start,2023-04-24,rental_id=442
443,151,rental_start,2024-11-24,rental_id=443
444,152,rental_start,2023-11-26,rental_id=444
445,152,rental_start,2024-01-14,rental_id=445
446,152,rental_start,2024-02-22,rental_id=446
447,152,rental_start,2024-03-10,rental_id=447
448,152,rental_start,2024-05-01,rental_id=448
449,153,rental_start,2022-02-24,rental_id=449
450,153,rental_start,2022-04-03,rental_id=450
451,154,rental_start,2024-11-19,rental_id=451
452,201,rental_start,2024-01-25,rental_id=452
453,202,rental_start,2024-11-16,rental_id=453
454,202,rental_start,2024-12-13,rental_id=454
455,203,rental_start,2023-05-25,rental_id=455
456,203,rental_start,2023-06-10,rental_id=456
457,203,rental_start,2023-07-26,rental_id=457
458,203,rental_start,2023-09-21,rental_id=458
459,203,rental_start,2023-10-23,rental_id=459
460,204,rental_start,2024-12-16,rental_id=460
461,205,rental_start,2024-12-06,rental_id=461
462,206,rental_start,2023-09-07,rental_id=462
463,206,rental_start,2023-10-05,rental_id=463
464,206,rental_start,2023-10-18,rental_id=464
465,206,rental_start,2023-11-02,rental_id=465
466,206,rental_start,2023-11-30,rental_id=466
467,206,rental_start,2023-12-13,rental_id=467
468,207,rental_start,2022-05-12,rental_id=468
469,207,rental_start,2022-06-23,rental_id=469
470,207,rental_start,2022-07-31,rental_id=470
471,207,rental_start,2022-09-06,rental_id=471
472,207,rental_start,2022-10-05,rental_id=472
473,208,rental_start,2021-12-27,rental_id=473
474,208,rental_start,2022-01-25,rental_id=474
475,208,rental_start,2022-03-08,rental_id=475
476,208,rental_start,2022-03-29,rental_id=476
477,210,rental_start,2022-05-30,rental_id=477
478,210,rental_start,2022-06-18,rental_id=478
479,210,rental_start,2022-08-01,rental_id=479
480,210,rental_start,2022-08-31,rental_id=480
481,210,rental_start,2022-09-26,rental_id=481
482,211,rental_start,2021-02-16,rental_id=482
483,211,rental_start,2021-03-23,rental_id=483
484,211,rental_start,2021-05-24,rental_id=484
485,211,rental_start,2021-07-20,rental_id=485
486,212,rental_start,2023-12-15,rental_id=486
487,212,rental_start,2024-02-15,rental_id=487
488,212,rental_start,2024-03-06,rental_id=488
489,212,rental_start,2024-04-03,rental_id=489
490,212,rental_start,2024-05-03,rental_id=490
491,213,rental_start,2021-12-07,rental_id=491
492,213,rental_start,2022-01-28,rental_id=492
493,213,rental_start,2022-02-24,rental_id=493
494,213,rental_start,2022-05-05,rental_id=494
495,213,rental_start,2022-06-02,rental_id=495
496,214,rental_start,2023-01-30,rental_id=496
497,214,rental_start,2023-03-05,rental_id=497
498,216,rental_start,2023-07-09,rental_id=498
499,216,rental_start,2023-08-12,rental_id=499
500,216,rental_start,2023-10-01,rental_id=500
501,216,rental_start,2023-10-27,rental_id=501
502,216,rental_start,2023-11-29,rental_id=502
503,218,rental_start,2024-08-12,rental_id=503
504,218,rental_start,2024-09-02,rental_id=504
505,218,rental_start,2024-09-24,rental_id=505
506,218,rental_start,2024-10-24,rental_id=506
507,218,rental_start,2024-11-25,rental_id=507
508,219,rental_start,2021-04-04,rental_id=508
509,219,rental_start,2021-05-04,rental_id=509
510,219,rental_start,2021-06-20,rental_id=510
511,220,rental_start,2023-05-07,rental_id=511
512,220,rental_start,2023-06-19,rental_id=512
513,221,rental_start,2024-12-05,rental_id=513
514,222,rental_start,2024-06-21,rental_id=514
515,222,rental_start,2024-07-16,rental_id=515
516,222,rental_start,2024-08-08,rental_id=516
517,222,rental_start,2024-09-05,rental_id=517
518,223,rental_start,2024-11-03,rental_id=518
519,223,rental_start,2024-12-23,rental_id=519
520,224,rental_start,2022-06-07,rental_id=520
521,224,rental_start,2022-07-30,rental_id=521
522,224,rental_start,2022-09-11,rental_id=522
523,224,rental_start,2022-10-16,rental_id=523
524,224,rental_start,2022-11-06,rental_id=524
525,225,rental_start,2023-09-05,rental_id=525
526,225,rental_start,2023-10-26,rental_id=526
527,225,rental_start,2023-11-11,rental_id=527
528,225,rental_start,2023-12-19,rental_id=528
529,225,rental_start,2024-01-25,rental_id=529
530,225,rental_start,2024-02-19,rental_id=530
531,226,rental_start,2024-04-21,rental_id=531
532,226,rental_start,2024-05-26,rental_id=532
533,226,rental_start,2024-06-16,rental_id=533
534,226,rental_start,2024-07-23,rental_id=534
535,226,rental_start,2024-08-15,rental_id=535
536,226,rental_start,2024-09-23,rental_id=536
537,227,rental_start,2024-08-27,rental_id=537
538,227,rental_start,2024-09-15,rental_id=538
539,227,rental_start,2024-10-20,rental_id=539
540,227,rental_start,2024-11-03,rental_id=540
541,227,rental_start,2024-11-25,rental_id=541
542,228,rental_start,2024-05-25,rental_id=542
543,228,rental_start,2024-06-16,rental_id=543
544,228,rental_start,2024-07-13,rental_id=544
545,228,rental_start,2024-08-19,rental_id=545
546,229,rental_start,2021-10-08,rental_id=546
547,229,rental_start,2021-11-26,rental_id=547
548,229,rental_start,2021-12-24,rental_id=548
549,229,rental_start,2022-02-01,rental_id=549
550,229,rental_start,2022-02-17,rental_id=550
551,229,rental_start,2022-04-10,rental_id=551
552,230,rental_start,2024-12-13,rental_id=552
553,232,rental_start,2024-11-16,rental_id=553
554,232,rental_start,2024-12-25,rental_id=554
555,233,rental_start,2024-12-18,rental_id=555
556,234,rental_start,2022-09-24,rental_id=556
557,234,rental_start,2022-11-26,rental_id=557
558,234,rental_start,2022-12-17,rental_id=558
559,234,rental_start,2023-01-21,rental_id=559
560,234,rental_start,2023-03-02,rental_id=560
561,234,rental_start,2023-04-12,rental_id=561
562,234,rental_start,2023-06-06,rental_id=562
563,235,rental_start,2021-09-11,rental_id=563
564,235,rental_start,2021-10-06,rental_id=564
565,236,rental_start,2024-12-20,rental_id=565
566,237,rental_start,2024-03-12,rental_id=566
567,237,rental_start,2024-03-27,rental_id=567
568,237,rental_start,2024-05-11,rental_id=568
569,237,rental_start,2024-05-29,rental_id=569
570,237,rental_start,2024-06-23,rental_id=570
571,237,rental_start,2024-08-16,rental_id=571
572,238,rental_start,2024-11-08,rental_id=572
573,239,rental_start,2023-11-10,rental_id=573
574,239,rental_start,2023-12-05,rental_id=574
575,239,rental_start,2024-01-22,rental_id=575
576,239,rental_start,2024-03-15,rental_id=576
577,239,rental_start,2024-04-11,rental_id=577
578,240,rental_start,2024-11-04,rental_id=578
579,241,rental_start,2023-05-02,rental_id=579
580,241,rental_start,2023-06-08,rental_id=580
581,241,rental_start,2023-06-23,rental_id=581
582,242,rental_start,2024-11-21,rental_id=582
583,242,rental_start,2024-12-27,rental_id=583
584,243,rental_start,2024-05-17,rental_id=584
585,243,rental_start,2024-05-30,rental_id=585
586,243,rental_start,2024-06-27,rental_id=586
587,243,rental_start,2024-07-22,rental_id=587
588,244,rental_start,2024-04-20,rental_id=588
589,244,rental_start,2024-05-31,rental_id=589
590,244,rental_start,2024-07-23,rental_id=590
591,244,rental_start,2024-09-02,rental_id=591
592,246,rental_start,2024-11-25,rental_id=592
593,247,rental_start,2024-07-17,rental_id=593
594,247,rental_start,2024-08-08,rental_id=594
595,247,rental_start,2024-08-29,rental_id=595
596,247,rental_start,2024-10-01,rental_id=596
597,247,rental_start,2024-10-19,rental_id=597
598,248,rental_start,2023-10-18,rental_id=598
599,248,rental_start,2023-12-01,rental_id=599
600,248,rental_start,2023-12-19,rental_id=600
601,248,rental_start,2024-01-26,rental_id=601
602,248,rental_start,2024-02-23,rental_id=602
603,250,rental_start,2023-05-22,rental_id=603
604,250,rental_start,2023-06-11,rental_id=604
605,250,rental_start,2023-07-09,rental_id=605
606,250,rental_start,2023-08-18,rental_id=606
607,250,rental_start,2023-09-25,rental_id=607
