product_id,original_retail_price,months_at_enrollment,months_unsold_at_comparison,discount_pct,hypothetical_discount_price,total_gross_rental_revenue,total_operational_cost,total_net_rental_revenue,n_rentals,months_on_rental,rental_vs_discount_ratio,is_rental_more_profitable
69,1325.68,9.9,27.4,0.6,530.27,1225.23,252.97,972.26,7,3.45,1.8335,1
70,852.43,9.9,21.8,0.5,426.21,866.15,179.89,686.26,5,2.99,1.6101,1
71,767.16,9.9,15.9,0.4,460.3,314.34,57.02,257.32,3,1.38,0.559,0
72,1082.23,9.9,19.9,0.5,541.12,295.92,54.61,241.31,2,1.15,0.4459,0
73,965.17,9.9,12.0,0.4,579.1,414.36,92.59,192.95,2,1.15,0.3332,0
74,769.03,9.9,41.7,0.75,192.26,904.42,174.77,729.65,6,3.75,3.7951,1
75,1258.7,9.9,36.3,0.75,314.68,1017.3,200.76,816.54,5,2.37,2.5948,1
76,1184.75,9.9,32.1,0.7,355.43,807.63,137.64,669.99,3,2.14,1.885,1
77,683.19,9.9,29.0,0.6,273.28,238.13,43.18,194.95,3,1.15,0.7134,0
78,519.01,9.9,10.1,0.4,311.41,139.26,28.13,111.13,1,0.69,0.3569,0
79,1716.95,9.9,19.1,0.5,858.48,1328.34,243.58,1084.76,5,3.06,1.2636,1
80,2205.0,9.9,12.9,0.4,1323.0,1079.19,233.18,770.76,3,1.91,0.5826,0
81,1859.68,9.9,10.9,0.4,1115.81,302.98,73.23,229.75,1,0.46,0.2059,0
82,1607.39,9.9,18.5,0.5,803.7,946.7,183.96,762.74,5,2.53,0.949,0
83,995.74,9.9,23.2,0.5,497.87,829.01,157.6,671.41,6,2.83,1.3486,1
84,763.59,9.9,15.1,0.4,458.15,460.97,80.38,380.59,5,2.07,0.8307,0
85,1845.0,9.9,33.5,0.7,553.5,1218.22,248.05,970.17,5,2.3,1.7528,1
86,1028.5,9.9,18.0,0.4,617.1,1325.86,233.02,1092.84,7,4.2,1.7709,1
87,1748.8,9.9,17.5,0.4,1049.28,764.21,159.06,605.15,3,1.38,0.5767,0
88,1031.0,9.9,11.1,0.4,618.6,235.16,48.13,187.03,1,0.69,0.3023,0
89,761.64,9.9,8.6,0.4,456.98,0.0,0.0,0.0,0,0.0,0.0,0
90,1168.22,9.9,6.5,0.4,700.93,0.0,0.0,0.0,0,0.0,0.0,0
91,751.25,9.9,32.3,0.7,225.38,499.57,93.97,405.6,4,2.07,1.7996,1
92,600.05,9.9,17.5,0.4,360.03,483.73,101.81,381.92,5,2.53,1.0608,1
93,1616.55,9.9,30.6,0.7,484.97,937.84,170.4,767.44,5,2.37,1.5824,1
94,1494.31,9.9,33.4,0.7,448.29,318.04,72.31,245.73,2,0.69,0.5481,0
95,1230.32,9.9,21.8,0.5,615.16,1111.52,188.41,923.11,5,2.99,1.5006,1
96,1112.49,9.9,14.0,0.4,667.49,457.09,82.05,375.04,4,1.38,0.5619,0
97,1067.23,9.9,18.0,0.5,533.62,701.66,142.75,558.91,4,2.14,1.0474,1
98,1122.0,9.9,23.7,0.5,561.0,611.33,105.04,506.29,5,2.3,0.9025,0
99,566.59,9.9,27.9,0.6,226.64,430.34,83.88,346.46,5,2.07,1.5287,1
100,716.68,9.9,7.1,0.4,430.01,0.0,0.0,0.0,0,0.0,0.0,0
101,1248.17,9.9,46.9,0.75,312.04,527.21,86.2,441.01,4,1.61,1.4133,1
102,929.71,9.9,16.9,0.4,557.83,289.5,58.13,231.37,3,1.15,0.4148,0
103,1018.06,9.9,24.6,0.6,407.22,627.7,123.56,504.14,4,1.61,1.238,1
104,1597.65,9.9,44.7,0.75,399.41,147.43,27.84,119.59,1,0.23,0.2994,0
105,1010.85,9.9,25.2,0.6,404.34,450.84,90.92,359.92,4,1.61,0.8901,0
106,1077.09,9.9,14.1,0.4,646.25,421.84,71.92,349.92,4,1.38,0.5415,0
107,1166.09,9.9,28.4,0.6,466.44,1367.16,285.13,1082.03,6,3.52,2.3198,1
108,976.94,9.9,10.9,0.4,586.16,25.82,4.86,20.96,1,0.23,0.0358,0
109,1606.04,9.9,7.7,0.4,963.62,0.0,0.0,0.0,0,0.0,0.0,0
110,1097.54,9.9,42.0,0.75,274.38,435.44,90.48,344.96,4,1.38,1.2572,1
111,522.54,9.9,18.1,0.5,261.27,37.03,6.31,30.72,1,0.23,0.1176,0
112,2005.25,9.9,32.2,0.7,601.58,1572.9,306.35,1266.55,5,2.83,2.1054,1
113,1060.65,9.9,36.5,0.75,265.16,457.23,88.98,368.25,4,1.38,1.3888,1
114,2903.36,9.9,15.7,0.4,1742.02,946.86,182.7,764.16,2,1.22,0.4387,0
115,1299.68,9.9,18.3,0.5,649.84,967.01,162.56,804.45,7,2.99,1.2379,1
116,789.69,9.9,7.0,0.4,473.81,0.0,0.0,0.0,0,0.0,0.0,0
117,369.0,9.9,35.1,0.7,110.7,304.55,55.4,249.15,3,2.69,2.2507,1
118,537.22,9.9,28.5,0.6,214.89,1034.94,218.48,816.46,5,6.41,3.7994,1
119,280.51,9.9,37.5,0.75,70.13,461.36,92.7,368.66,4,3.38,5.2568,1
120,420.58,9.9,16.5,0.4,252.35,359.28,69.31,289.97,5,2.37,1.1491,1
121,426.41,9.9,21.1,0.5,213.21,534.01,100.83,433.18,6,3.84,2.0317,1
122,152.68,9.9,9.5,0.4,91.61,0.0,0.0,0.0,0,0.0,0.0,0
123,914.54,9.9,43.0,0.75,228.63,1017.13,175.61,841.52,6,3.35,3.6807,1
124,859.86,9.9,17.8,0.4,515.92,570.68,111.83,458.85,6,2.6,0.8894,0
125,266.94,9.9,23.3,0.5,133.47,365.32,69.6,295.72,3,2.43,2.2156,1
126,689.78,9.9,29.6,0.6,275.91,537.01,119.22,417.79,4,2.43,1.5142,1
127,706.24,9.9,25.3,0.6,282.5,785.26,156.84,628.42,3,2.92,2.2245,1
128,377.93,9.9,18.1,0.5,188.97,556.03,124.82,431.21,4,2.92,2.2819,1
129,277.68,9.9,18.2,0.5,138.84,293.28,59.19,234.09,3,1.91,1.686,1
130,281.79,9.9,8.1,0.4,169.07,0.0,0.0,0.0,0,0.0,0.0,0
131,878.99,9.9,16.6,0.4,527.39,384.7,72.79,311.91,3,1.38,0.5914,0
132,651.55,9.9,27.1,0.6,260.62,664.43,111.61,552.82,5,3.61,2.1212,1
133,301.92,9.9,28.6,0.6,120.77,569.74,110.88,458.86,3,2.4,3.7995,1
134,332.09,9.9,8.8,0.4,199.25,0.0,0.0,0.0,0,0.0,0.0,0
135,641.0,9.9,7.9,0.4,384.6,0.0,0.0,0.0,0,0.0,0.0,0
136,243.14,9.9,37.5,0.75,60.78,530.04,103.86,426.18,5,3.65,7.0118,1
137,263.74,9.9,47.7,0.75,65.94,253.83,45.06,208.77,3,2.69,3.1661,1
138,299.57,9.9,18.6,0.5,149.78,808.3,151.24,657.06,6,4.3,4.3868,1
139,162.36,9.9,16.2,0.4,97.42,23.08,5.47,17.61,1,0.46,0.1808,0
140,382.26,9.9,9.6,0.4,229.36,0.0,0.0,0.0,0,0.0,0.0,0
141,247.75,9.9,13.6,0.4,148.65,88.92,12.85,76.07,3,0.69,0.5117,0
142,553.43,9.9,8.3,0.4,332.06,0.0,0.0,0.0,0,0.0,0.0,0
143,538.96,9.9,22.6,0.5,269.48,522.93,94.76,428.17,4,3.15,1.5889,1
144,237.3,9.9,26.4,0.6,94.92,457.85,86.75,371.1,4,3.42,3.9096,1
145,208.87,9.9,16.8,0.4,125.32,315.2,68.03,247.17,4,2.89,1.9723,1
146,331.48,9.9,24.1,0.6,132.59,393.29,82.01,311.28,3,3.45,2.3477,1
147,467.89,9.9,44.1,0.75,116.97,666.31,131.91,534.4,4,3.15,4.5687,1
148,339.81,9.9,15.7,0.4,203.89,625.09,105.84,519.25,4,2.89,2.5467,1
149,245.46,9.9,23.6,0.5,122.73,680.28,132.79,547.49,4,3.91,4.4609,1
150,272.22,9.9,37.3,0.75,68.06,262.53,45.62,216.91,4,2.37,3.187,1
151,457.92,9.9,23.0,0.5,228.96,195.63,35.95,159.68,3,1.15,0.6974,0
152,515.76,9.9,24.0,0.6,206.3,457.56,79.01,378.55,4,2.66,1.8349,1
153,321.66,9.9,44.9,0.75,80.42,516.49,106.01,410.48,5,3.35,5.1042,1
154,205.66,9.9,11.8,0.4,123.4,138.98,31.72,107.26,1,0.46,0.8692,0
155,446.0,9.9,6.6,0.4,267.6,0.0,0.0,0.0,0,0.0,0.0,0
156,244.73,9.9,22.4,0.5,122.36,295.33,55.8,239.53,3,1.38,1.9576,1
157,148.0,9.9,25.8,0.6,59.2,288.87,52.01,236.86,4,2.63,4.001,1
158,121.51,9.9,31.3,0.7,36.45,664.41,139.9,524.51,5,3.35,14.3898,1
159,134.14,9.9,24.4,0.6,53.66,378.13,81.42,296.71,4,3.15,5.5294,1
160,138.02,9.9,21.0,0.5,69.01,726.01,129.94,596.07,8,6.04,8.6374,1
161,82.57,9.9,16.0,0.4,49.54,493.16,111.99,381.17,4,2.89,7.6942,1
162,87.83,9.9,35.3,0.7,26.35,866.02,164.42,701.6,6,4.83,26.6262,1
163,111.65,9.9,10.1,0.4,66.99,69.36,10.6,58.76,1,0.23,0.8771,0
164,146.63,9.9,13.6,0.4,87.98,215.87,40.39,175.48,2,1.71,1.9945,1
165,170.95,9.9,44.3,0.75,42.74,502.48,105.8,396.68,4,1.84,9.2812,1
166,216.56,9.9,10.9,0.4,129.94,91.8,14.8,77.0,1,1.48,0.5926,0
167,224.58,9.9,13.6,0.4,134.75,518.4,98.68,419.72,3,2.43,3.1148,1
168,126.12,9.9,16.2,0.4,75.67,704.57,113.19,591.38,4,3.38,7.8153,1
169,148.4,9.9,13.6,0.4,89.04,206.16,36.06,170.1,3,2.69,1.9104,1
170,126.73,9.9,7.5,0.4,76.04,0.0,0.0,0.0,0,0.0,0.0,0
171,118.11,9.9,44.1,0.75,29.53,339.6,69.72,269.88,2,1.94,9.1392,1
172,106.13,9.9,35.1,0.7,31.84,719.98,147.79,515.45,8,4.8,16.1888,1
173,206.97,9.9,8.9,0.4,124.18,0.0,0.0,0.0,0,0.0,0.0,0
174,230.04,9.9,14.8,0.4,138.02,341.18,73.85,267.33,5,2.6,1.9369,1
175,93.7,9.9,40.2,0.75,23.43,219.23,44.48,174.75,5,2.6,7.4584,1
176,87.1,9.9,20.9,0.5,43.55,671.13,136.59,534.54,4,3.91,12.2742,1
177,196.7,9.9,15.4,0.4,118.02,475.89,84.99,390.9,4,2.66,3.3122,1
178,116.76,9.9,22.7,0.5,58.38,584.48,128.32,456.16,3,3.42,7.8136,1
179,270.9,9.9,23.5,0.5,135.45,217.77,43.27,174.5,3,2.2,1.2883,1
180,94.84,9.9,19.1,0.5,47.42,204.4,36.85,167.55,2,1.45,3.5333,1
181,134.64,9.9,26.1,0.6,53.86,525.31,121.0,404.31,5,2.37,7.5067,1
182,175.2,9.9,13.7,0.4,105.12,280.07,48.31,231.76,3,1.15,2.2047,1
183,241.06,9.9,21.2,0.5,120.53,497.51,91.25,406.26,4,3.38,3.3706,1
184,210.65,9.9,15.4,0.4,126.39,369.17,70.31,298.86,5,2.89,2.3646,1
185,130.7,9.9,20.7,0.5,65.35,1479.96,294.96,1185.0,7,6.83,18.1331,1
186,136.02,9.9,29.5,0.6,54.41,480.6,87.18,393.42,5,2.6,7.2307,1
187,103.31,9.9,12.1,0.4,61.99,81.23,13.28,67.95,2,1.71,1.0961,1
188,293.64,9.9,27.7,0.6,117.46,182.03,35.85,146.18,3,1.68,1.2445,1
189,263.42,9.9,28.0,0.6,105.37,333.57,58.85,274.72,4,3.65,2.6072,1
190,276.3,9.9,16.5,0.4,165.78,234.1,48.92,185.18,3,1.38,1.117,1
191,267.3,9.9,23.6,0.5,133.65,262.78,45.59,217.19,4,1.61,1.6251,1
192,195.83,9.9,18.6,0.5,97.92,982.19,181.87,800.32,4,5.42,8.1732,1
193,298.82,9.9,10.8,0.4,179.29,68.44,10.13,58.31,1,0.23,0.3252,0
194,195.7,9.9,43.1,0.75,48.92,569.4,110.5,458.9,5,3.38,9.3806,1
195,492.29,9.9,11.2,0.4,295.37,290.78,59.34,231.44,1,0.99,0.7836,0
196,90.25,9.9,23.2,0.5,45.12,668.08,118.25,549.83,5,3.12,12.1859,1
197,294.87,9.9,20.3,0.5,147.44,91.93,17.82,74.11,3,0.92,0.5026,0
198,247.53,9.9,35.2,0.7,74.26,633.38,117.91,515.47,3,2.4,6.9414,1
199,317.33,9.9,12.2,0.4,190.4,112.01,22.18,89.83,1,0.99,0.4718,0
200,159.34,9.9,12.1,0.4,95.6,343.71,63.56,280.15,2,1.45,2.9304,1
201,710.82,9.9,22.4,0.4,426.49,525.06,112.29,412.77,3,2.2,0.9678,0
202,1560.25,9.9,12.0,0.3,1092.17,810.52,155.63,654.89,1,1.48,0.5996,0
203,440.07,9.9,29.6,0.5,220.03,706.09,144.1,561.99,6,4.6,2.5542,1
204,281.8,9.9,10.5,0.3,197.26,44.26,9.92,34.34,1,0.46,0.1741,0
205,1253.15,9.9,11.2,0.3,877.21,221.1,38.28,182.82,1,0.46,0.2084,0
206,482.58,9.9,26.6,0.5,241.29,368.58,61.26,307.32,6,2.6,1.2737,1
207,745.57,9.9,41.8,0.65,260.95,529.24,86.89,442.35,3,3.45,1.6952,1
208,429.08,9.9,47.1,0.65,150.18,1036.29,194.64,841.65,8,5.55,5.6043,1
209,896.64,9.9,6.4,0.3,627.65,0.0,0.0,0.0,0,0.0,0.0,0
210,356.07,9.9,41.8,0.65,124.62,1332.5,260.25,1072.25,6,6.34,8.6042,1
211,1500.62,9.9,44.9,0.65,525.22,2293.56,449.94,1843.62,6,4.83,3.5102,1
212,550.09,9.9,22.6,0.4,330.05,844.19,149.42,694.77,6,4.34,2.105,1
213,562.66,9.9,46.6,0.65,196.93,690.6,127.53,563.07,4,4.43,2.8592,1
214,1116.62,9.9,33.6,0.6,446.65,882.55,153.76,728.79,6,2.6,1.6317,1
215,1675.23,9.9,6.5,0.3,1172.66,0.0,0.0,0.0,0,0.0,0.0,0
216,1490.55,9.9,29.5,0.5,745.27,1860.69,372.57,1488.12,4,3.42,1.9968,1
217,282.93,9.9,14.2,0.3,198.05,325.25,71.53,253.72,4,2.63,1.2811,1
218,619.02,9.9,15.7,0.3,433.31,566.7,107.71,458.99,4,2.66,1.0593,1
219,365.39,9.9,45.0,0.65,127.89,811.38,166.09,645.29,6,4.11,5.0457,1
220,746.39,9.9,31.7,0.6,298.56,460.04,79.34,380.7,3,1.68,1.2751,1
221,124.59,9.9,21.6,0.4,74.75,584.86,119.97,464.89,5,3.12,6.2193,1
222,499.08,9.9,18.6,0.4,299.45,947.76,177.69,770.07,7,4.53,2.5716,1
223,173.64,9.9,23.9,0.4,104.18,1338.33,245.96,1092.37,4,4.93,10.4854,1
224,203.5,9.9,41.0,0.65,71.22,814.46,173.86,640.6,6,5.32,8.9947,1
225,224.65,9.9,26.1,0.5,112.33,756.53,143.61,612.92,5,4.11,5.4564,1
226,222.52,9.9,18.7,0.4,133.51,547.03,117.53,429.5,4,3.91,3.217,1
227,57.65,9.9,15.2,0.3,40.35,702.3,135.21,567.09,4,2.92,14.0543,1
228,229.17,9.9,17.1,0.3,160.42,464.19,97.93,285.97,5,3.65,1.7826,1
229,42.1,9.9,38.0,0.65,14.73,336.51,56.97,279.54,5,2.14,18.9776,1
230,233.45,9.9,10.9,0.3,163.41,221.2,38.84,182.36,1,0.99,1.116,1
231,46.45,9.9,18.0,0.4,27.87,219.43,38.83,180.6,4,1.84,6.4801,1
232,100.11,9.9,12.5,0.3,70.08,158.32,28.42,129.9,1,1.48,1.8536,1
233,59.76,9.9,10.5,0.3,41.83,224.42,33.72,190.7,1,0.99,4.5589,1
234,124.37,9.9,37.1,0.65,43.53,657.15,134.26,522.89,6,2.6,12.0122,1
235,111.99,9.9,40.0,0.65,39.2,982.72,189.49,793.23,7,5.09,20.2355,1
236,98.47,9.9,10.5,0.3,68.93,34.17,7.78,26.39,1,0.23,0.3829,0
237,246.36,9.9,19.8,0.4,147.82,701.46,116.43,410.52,7,5.35,2.7772,1
238,108.81,9.9,23.2,0.4,65.29,183.5,32.56,150.94,3,1.38,2.3118,1
239,183.01,9.9,24.6,0.5,91.5,771.91,149.6,622.31,3,2.92,6.8012,1
240,128.1,9.9,14.3,0.3,89.67,458.04,77.25,380.79,3,2.4,4.2466,1
241,60.69,9.9,32.0,0.6,24.28,299.01,54.18,244.83,4,1.91,10.0836,1
242,309.7,9.9,12.2,0.3,216.79,108.13,17.8,90.33,1,0.99,0.4167,0
243,238.2,9.9,18.0,0.4,142.92,225.03,49.88,175.15,2,1.45,1.2255,1
244,300.94,9.9,20.6,0.4,180.56,836.84,158.77,678.07,6,5.12,3.7554,1
245,171.48,9.9,8.8,0.3,120.04,0.0,0.0,0.0,0,0.0,0.0,0
246,319.23,9.9,11.2,0.3,223.46,53.83,8.38,45.45,1,0.46,0.2034,0
247,139.77,9.9,16.6,0.3,97.84,633.67,109.38,524.29,5,3.12,5.3586,1
248,202.51,9.9,25.4,0.5,101.25,480.71,89.71,391.0,3,2.4,3.8617,1
249,188.56,9.9,13.3,0.3,131.99,346.77,74.78,271.99,3,2.2,2.0607,1
250,212.33,9.9,30.4,0.6,84.93,218.34,47.32,171.02,3,2.4,2.0137,1
251,227.67,9.9,33.9,0.6,91.07,530.36,87.33,443.03,5,3.65,4.8647,1
252,76.03,9.9,16.2,0.3,53.22,610.15,121.58,488.57,4,2.66,9.1802,1
253,247.28,9.9,22.5,0.4,148.37,375.08,75.35,299.73,6,3.78,2.0202,1
254,306.79,9.9,10.3,0.3,214.75,73.17,16.92,56.25,1,0.46,0.2619,0
255,57.01,9.9,44.3,0.65,19.95,407.38,81.78,325.6,3,1.91,16.3208,1
256,153.84,9.9,8.0,0.3,107.69,0.0,0.0,0.0,0,0.0,0.0,0
257,232.39,9.9,19.4,0.4,139.43,375.59,68.75,306.84,5,1.84,2.2007,1
258,323.05,9.9,7.5,0.3,226.13,0.0,0.0,0.0,0,0.0,0.0,0
259,159.62,9.9,10.3,0.3,111.73,69.04,14.79,0.0,1,0.46,0.0,0
260,159.16,9.9,20.4,0.4,95.5,247.95,48.65,199.3,3,1.15,2.0869,1
261,463.07,9.9,16.9,0.3,324.15,235.0,48.97,186.03,3,1.68,0.5739,0
262,463.92,9.9,23.2,0.4,278.35,455.98,84.72,371.26,4,2.89,1.3338,1
263,112.77,9.9,14.1,0.3,78.94,688.56,134.8,553.76,4,2.92,7.0149,1
264,220.6,9.9,13.3,0.3,154.42,182.51,29.25,153.26,2,1.94,0.9925,0
265,211.34,9.9,29.8,0.5,105.67,183.31,27.56,155.75,4,1.38,1.4739,1
266,216.67,9.9,16.4,0.3,151.67,543.23,96.65,446.58,6,3.06,2.9444,1
267,125.93,9.9,32.7,0.6,50.37,287.45,55.21,232.24,4,2.14,4.6107,1
268,120.72,9.9,45.4,0.65,42.25,356.06,64.21,291.85,5,3.35,6.9077,1
269,393.01,9.9,20.5,0.4,235.81,290.0,55.71,234.29,3,1.68,0.9936,0
270,80.59,9.9,9.1,0.3,56.41,0.0,0.0,0.0,0,0.0,0.0,0
271,278.92,9.9,19.1,0.4,167.35,214.06,33.63,180.43,3,1.38,1.0782,1
272,1110.6,9.9,40.3,0.65,388.71,620.0,130.29,489.71,3,2.14,1.2598,1
273,605.98,9.9,31.4,0.6,242.39,427.4,76.78,350.62,3,1.91,1.4465,1
274,216.04,9.9,12.7,0.3,151.23,296.3,69.86,226.44,2,1.45,1.4973,1
275,403.04,9.9,13.0,0.3,282.13,296.85,48.69,248.16,2,1.38,0.8796,0
276,306.79,9.9,35.8,0.6,122.72,310.36,59.68,250.68,3,1.38,2.0427,1
277,413.12,9.9,29.3,0.5,206.56,732.29,120.71,611.58,8,3.68,2.9608,1
278,601.89,9.9,32.3,0.6,240.76,524.66,106.12,418.54,5,2.76,1.7384,1
279,1128.78,9.9,9.4,0.3,790.15,0.0,0.0,0.0,0,0.0,0.0,0
280,512.37,9.9,30.8,0.6,204.95,356.87,62.38,294.49,4,2.07,1.4369,1
281,205.09,9.9,16.4,0.3,143.56,418.74,74.14,344.6,4,2.6,2.4004,1
282,509.38,9.9,24.1,0.5,254.69,292.3,57.35,234.95,3,1.38,0.9225,0
283,408.26,9.9,12.5,0.3,285.78,94.13,15.36,78.77,2,0.69,0.2756,0
284,351.24,9.9,20.5,0.4,210.74,269.01,45.84,223.17,5,2.07,1.059,1
285,377.68,9.9,14.1,0.3,264.38,438.2,76.51,361.69,4,2.3,1.3681,1
286,310.74,9.9,14.8,0.3,217.52,401.54,69.62,331.92,3,1.61,1.5259,1
287,238.92,9.9,43.9,0.65,83.62,259.03,52.48,206.55,5,3.12,2.4701,1
288,546.67,9.9,12.1,0.3,382.67,143.83,22.52,121.31,2,0.69,0.317,0
289,460.39,9.9,23.5,0.4,276.23,343.84,57.34,286.5,3,1.91,1.0372,1
290,560.02,9.9,11.2,0.3,392.01,156.65,26.73,129.92,1,0.46,0.3314,0
291,375.42,9.9,11.1,0.3,262.79,62.91,14.5,48.41,1,0.46,0.1842,0
292,485.74,9.9,26.8,0.5,242.87,596.95,93.56,503.39,5,3.29,2.0727,1
