rental_id,product_id,condition_on_return,damage_fee,return_note
680,315,excellent,0.0,
681,315,excellent,0.0,
682,315,excellent,0.0,
683,316,damaged,0.0,
684,316,fair,40.02,
685,316,good,0.0,
686,316,excellent,0.0,
687,316,excellent,0.0,
688,317,excellent,0.0,
689,317,good,0.0,
690,317,good,16.54,
691,317,fair,0.0,
692,317,fair,0.0,
693,319,excellent,46.16,
694,319,good,27.86,
696,319,fair,0.0,
697,319,good,0.0,
698,321,good,0.0,
699,321,good,0.0,
700,321,excellent,37.12,
701,321,excellent,0.0,
702,321,good,0.0,
703,323,excellent,0.0,
704,323,excellent,0.0,
705,323,damaged,0.0,
706,323,good,0.0,
707,323,good,0.0,
708,324,excellent,0.0,
709,326,damaged,0.0,
710,326,good,0.0,
711,326,damaged,0.0,
712,327,good,47.67,
713,327,good,0.0,
714,327,good,0.0,
715,327,damaged,0.0,
716,327,good,31.8,
717,327,damaged,0.0,
718,327,excellent,0.0,
719,328,excellent,35.53,
720,328,damaged,0.0,
721,328,excellent,0.0,
722,328,good,0.0,
723,329,good,0.0,
724,329,excellent,0.0,
725,329,damaged,0.0,
726,329,good,0.0,
727,331,excellent,0.0,
728,331,excellent,42.73,
729,331,fair,0.0,
730,332,excellent,0.0,
731,332,good,0.0,
732,333,fair,0.0,
733,334,good,0.0,
735,334,good,0.0,
736,334,good,0.0,
737,334,excellent,0.0,
738,335,excellent,0.0,
739,335,fair,0.0,
740,336,good,48.66,
741,336,good,0.0,
742,336,good,0.0,
743,337,fair,40.66,
744,337,excellent,0.0,
745,337,damaged,5.93,
746,337,good,0.0,
747,337,good,0.0,
748,340,good,0.0,
749,340,excellent,0.0,
750,340,excellent,0.0,
751,341,excellent,0.0,
752,341,excellent,0.0,
753,342,damaged,0.0,
754,342,excellent,0.0,
755,342,excellent,0.0,
756,342,good,0.0,
757,342,excellent,0.0,
758,344,fair,0.0,
759,344,fair,3.93,
760,346,good,0.0,
761,346,good,0.0,
762,346,damaged,0.0,
763,346,fair,0.0,
764,346,fair,0.0,
765,346,damaged,0.0,
766,348,excellent,0.0,
767,348,excellent,33.52,
768,348,excellent,0.0,
769,348,good,0.0,
770,348,fair,0.0,
772,351,excellent,0.0,
773,351,excellent,0.0,
774,351,excellent,9.42,
775,351,good,0.0,
776,351,excellent,0.0,
777,353,excellent,0.0,
779,353,good,0.0,
780,353,fair,0.0,
781,353,excellent,0.0,
782,353,excellent,0.0,
783,355,good,0.0,
784,355,good,31.46,
785,355,fair,0.0,
786,355,excellent,0.0,
787,355,good,16.84,
788,355,excellent,0.57,
789,356,good,2.01,
790,356,good,0.0,
791,356,damaged,0.0,
792,356,excellent,0.0,
793,356,good,0.0,
794,357,good,0.0,
795,357,excellent,0.0,
796,357,fair,0.0,
797,357,excellent,0.0,
798,357,good,0.0,
799,357,excellent,0.0,
801,358,excellent,30.54,
802,358,excellent,0.0,
803,359,excellent,0.0,
804,359,good,0.0,
805,359,good,0.0,
806,359,good,0.0,
807,359,damaged,0.0,
808,359,excellent,0.0,
809,360,excellent,0.0,
810,360,good,0.0,
811,360,good,0.0,
814,361,good,0.0,
815,361,fair,0.0,
816,361,fair,0.0,
817,363,good,0.0,
818,363,damaged,0.0,
819,363,fair,0.0,
820,365,fair,0.0,
821,365,excellent,0.0,
822,365,good,0.0,
823,365,good,0.0,
824,365,excellent,0.0,
825,367,good,0.0,
826,367,excellent,0.0,
827,367,excellent,0.0,
828,367,good,0.0,
829,368,good,0.0,
830,368,excellent,0.0,
831,368,good,0.0,
833,368,good,0.0,
834,369,good,3.76,
835,369,fair,0.0,
836,369,good,0.0,
837,369,good,0.0,
838,369,fair,0.0,
839,369,excellent,0.0,
840,369,excellent,0.0,
841,370,damaged,0.0,
842,370,fair,0.57,
843,370,good,0.0,
844,374,good,0.0,
845,374,fair,0.0,
847,374,good,0.0,
848,375,good,0.0,
849,375,good,0.0,
850,375,good,0.0,
851,375,good,0.0,
852,375,good,0.0,
853,375,good,7.64,
854,376,good,0.0,
855,376,fair,0.0,
856,376,good,0.0,
857,376,good,0.0,
858,377,good,0.0,
859,377,good,0.0,
860,377,excellent,0.0,
861,379,excellent,0.0,
862,379,good,0.0,
863,379,good,0.0,
864,379,good,0.0,
865,381,good,0.0,
866,381,excellent,0.0,
867,381,excellent,0.0,
868,381,excellent,8.7,
869,381,fair,0.0,
870,383,fair,0.0,
871,383,fair,20.37,
872,383,good,0.0,
873,383,good,0.0,
874,383,excellent,0.0,
875,383,excellent,48.02,
876,383,good,0.0,
877,384,fair,0.0,
878,384,good,0.0,
879,384,excellent,0.0,
880,386,good,0.0,
881,386,good,0.0,
882,386,good,21.89,
883,386,fair,0.0,
884,388,good,0.0,
885,388,excellent,1.02,
886,389,excellent,0.0,
887,389,excellent,0.0,
888,389,excellent,36.34,
889,389,good,0.0,
890,391,fair,0.0,
891,391,good,45.96,
892,392,good,0.0,
893,392,excellent,8.13,
894,393,good,0.0,
895,393,fair,0.0,
896,393,fair,0.0,
898,395,good,0.0,
899,395,good,0.0,
900,395,excellent,0.0,
901,395,good,19.22,
902,395,excellent,0.0,
903,395,excellent,0.0,
904,395,fair,0.0,
905,395,good,0.0,
906,396,excellent,0.0,
907,396,damaged,0.0,
908,397,good,12.81,
909,397,excellent,0.0,
910,397,excellent,0.0,
911,397,good,0.0,
912,397,excellent,0.0,
913,397,excellent,0.0,
914,397,fair,0.0,
915,398,good,0.0,
916,398,excellent,0.0,
917,400,good,0.0,
918,400,good,0.0,
919,401,good,0.0,
920,401,damaged,0.0,
921,401,excellent,0.0,
922,402,good,0.0,
923,403,good,46.34,
924,403,good,0.0,
925,403,good,0.0,
926,403,good,0.0,
927,403,good,0.0,
928,403,fair,0.0,
929,404,good,0.0,
930,404,excellent,0.0,
931,404,good,0.0,
932,404,fair,0.0,
933,404,excellent,0.0,
934,404,good,0.0,
935,405,excellent,0.0,
936,405,fair,0.0,
937,405,good,25.54,
938,405,good,0.0,
939,405,good,0.0,
940,406,excellent,0.0,
941,409,good,0.0,
942,409,good,0.0,
943,409,excellent,0.0,
944,410,good,0.0,
945,410,good,0.0,
946,410,excellent,0.0,
947,410,good,0.0,
948,410,excellent,0.0,
949,411,good,0.0,
950,411,good,0.0,
951,411,excellent,0.0,
952,413,good,0.0,
953,413,excellent,30.04,
954,413,good,0.0,
955,413,excellent,0.0,
956,413,good,38.83,
959,415,good,24.69,
960,415,good,0.0,
961,415,fair,0.0,
962,415,good,0.0,
963,415,good,0.0,
964,415,good,0.0,
965,415,good,0.0,
966,416,excellent,0.0,
967,418,excellent,0.0,
968,418,good,0.0,
969,418,good,0.0,
970,418,good,33.24,
971,419,excellent,0.0,
972,419,good,0.0,
973,419,fair,0.0,
974,419,good,0.0,
975,419,excellent,34.88,
976,419,good,13.82,
977,420,good,0.0,
978,420,excellent,15.91,
979,420,excellent,34.66,
980,420,damaged,0.0,
981,421,good,0.0,
982,421,excellent,0.0,
983,421,good,46.31,
984,421,fair,0.0,
985,422,excellent,0.0,
986,422,fair,0.0,
987,422,good,0.0,
988,422,fair,0.0,
989,422,fair,0.0,
990,423,good,0.0,
991,423,excellent,0.0,
992,423,excellent,0.0,
993,424,damaged,0.0,
994,661,good,15.36,
996,661,good,0.0,
997,662,excellent,0.0,
998,662,fair,0.0,
999,662,fair,0.0,
1000,662,excellent,0.0,
1001,662,fair,0.0,
1002,663,good,38.29,
1003,663,excellent,0.0,
1004,664,fair,0.0,
1005,664,good,0.0,
1006,664,excellent,0.0,
1007,664,excellent,0.0,
1008,665,good,21.8,
1009,665,good,0.0,
1010,665,excellent,0.0,
1011,665,good,0.0,
1012,666,good,0.0,
1013,666,excellent,0.0,
1014,666,fair,24.42,
1015,666,fair,0.0,
1016,668,excellent,0.0,
1017,669,excellent,0.0,
1018,669,fair,0.0,
1019,669,damaged,0.0,
1020,669,excellent,33.63,
1021,669,good,0.0,
1022,670,good,0.0,
1023,670,excellent,0.0,
1024,670,good,0.0,
1025,670,good,0.0,
1026,670,good,0.0,
1027,670,damaged,2.37,
1028,671,excellent,0.0,
1029,673,good,25.96,
1030,673,fair,0.0,
1031,673,excellent,0.0,
1032,673,fair,0.0,
1033,673,good,0.0,
1034,674,excellent,29.64,
1035,674,good,0.0,
1036,674,excellent,0.0,
1037,674,good,0.0,
1038,674,excellent,0.0,
1039,675,good,10.39,
1040,675,fair,0.0,
1041,675,damaged,39.96,
1042,675,excellent,0.0,
1043,677,good,0.0,
1044,677,good,0.0,
1045,677,good,33.98,
1046,680,good,0.0,
1047,680,good,0.0,
1048,680,damaged,0.0,
1049,680,fair,0.0,
1050,680,excellent,16.72,
1051,681,good,17.73,
1052,681,damaged,0.0,
1053,681,fair,0.0,
1054,681,good,0.0,
1056,682,fair,0.0,
1057,682,good,0.0,
1058,682,good,0.0,
1059,682,damaged,0.0,
1060,683,good,0.0,
1061,683,good,0.0,
1062,683,good,0.0,
1063,683,good,0.0,
1065,683,fair,0.0,
1066,684,good,0.0,
1067,684,excellent,0.0,
1068,684,good,0.0,
1069,684,fair,28.7,
1070,684,good,0.0,
1071,684,damaged,0.0,
1072,685,fair,14.29,
1073,686,damaged,0.0,
1074,686,good,0.0,
1075,686,damaged,0.0,
1076,686,excellent,0.0,
1077,686,good,29.45,
1078,687,excellent,0.0,
1079,687,good,0.0,
1080,687,good,0.0,
1081,687,damaged,0.0,
1082,688,fair,27.86,
1083,688,good,0.0,
1084,688,damaged,0.0,
1085,689,excellent,0.0,
1086,689,excellent,0.0,
1087,689,good,0.0,
1088,689,good,0.0,
1089,689,excellent,0.0,
1090,690,excellent,0.0,
1092,690,good,0.0,
1093,690,excellent,0.0,
